Player,Team,X(RAB),x(Bowl),x(SR),x(4),x(6),x(OP),x(VNU),x(W/L),T(50),T(100),T.RAB,TBF,Avg.Run,Avg.SR,RF(50s),RF(100s),L,W,D,x(Over),x(Run),X(Wic),x(Mdn),x(ECN),T(4s),T(6s),T.over,T.Run.Given,T.Wic,T.Mdn,T.ECN,T.Win,T.Loss,Avg.RAB,Avg.BF,Avg.SR,Avg.over,Avg.Run.Given,Avg.Wic,Avg.Mdn,Avg.ECN,Avg.Win,Avg.loss,Win(in percent),Loss(in percent)
AM Salvi,N/A,0,0,0.0,0,0,N/A,N/A,W,0,0,0,0,0.0,0.0,0.0,0.0,3,4,0,0,41,2,0,0,0,0,25.0,205,7,0,8.2,4,3,0.0,0.0,0.0,3.5714285714285716,29.285714285714285,1.0,0.0,8.2,0.5714285714285714,0.42857142857142855,57.14285714285714,42.857142857142854
YA Abdulla,Kings XI Punjab,0,0,0.0,0,0,Delhi Daredevils,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,5,6,0,0,36,0,0,0,0,0,34.0,311,15,2,9.147058823529411,6,5,0.0,0.0,0.0,3.090909090909091,28.272727272727273,1.3636363636363635,0.18181818181818182,9.147058823529411,0.5454545454545454,0.45454545454545453,54.54545454545454,45.45454545454545
VS Malik,Kings XI Punjab,0,0,0.0,0,0,Mumbai Indians,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,6,7,0,0,29,1,0,0,0,0,34.0,268,6,0,7.882352941176471,7,6,0.0,0.0,0.0,2.6153846153846154,20.615384615384617,0.46153846153846156,0.0,7.882352941176471,0.5384615384615384,0.46153846153846156,53.84615384615385,46.15384615384615
FH Edwards,Deccan Chargers,0,0,0.0,0,0,Royal Challengers Bangalore,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0,19,2,0,0,0,0,22.0,160,5,1,7.2727272727272725,4,2,0.0,0.0,0.0,3.6666666666666665,26.666666666666668,0.8333333333333334,0.16666666666666666,7.2727272727272725,0.6666666666666666,0.3333333333333333,66.66666666666666,33.33333333333333
CH Gayle,Kolkata Knight Riders,41,15,0.0,0,0,Deccan Chargers,Unknown,L,0,0,41,15,0.328,273.3333333333333,0.0,0.0,73,63,5,0,5,0,0,0,1,5,90.0,755,18,0,8.38888888888889,63,73,0.2907801418439716,0.10638297872340426,273.3333333333333,2.3684210526315788,19.86842105263158,0.47368421052631576,0.0,8.38888888888889,0.44680851063829785,0.5177304964539007,44.680851063829785,51.77304964539007
Harmeet Singh,Deccan Chargers,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,13,15,0,0,25,3,0,0,0,0,90.0,747,25,0,8.3,15,13,0.0,0.0,0.0,3.2142857142857144,26.678571428571427,0.8928571428571429,0.0,8.3,0.5357142857142857,0.4642857142857143,53.57142857142857,46.42857142857143
MC Henriques,Kolkata Knight Riders,4,3,0.0,0,0,Pune Warriors,Unknown,W,0,0,4,3,0.1111111111111111,133.33333333333331,0.0,0.0,26,35,1,0,9,0,0,0,1,0,157.0,1302,41,0,8.292993630573248,35,26,0.07407407407407407,0.05555555555555555,133.33333333333331,2.6166666666666667,21.7,0.6833333333333333,0.0,8.292993630573248,0.5645161290322581,0.41935483870967744,56.451612903225815,41.935483870967744
R Bishnoi,Royal Challengers Bangalore,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,33.33333333333333,66.66666666666666
KV Sharma,Royal Challengers Bangalore,0,0,0.0,0,0,Pune Warriors,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,42,41,0,0,19,1,0,0,0,0,244.0,2130,73,1,8.729508196721312,41,42,0.0,0.0,0.0,2.975609756097561,25.975609756097562,0.8902439024390244,0.012195121951219513,8.729508196721312,0.4939759036144578,0.5060240963855421,49.39759036144578,50.602409638554214
PC Valthaty,Rajasthan Royals,6,4,0.0,0,0,Pune Warriors,Unknown,L,0,0,6,4,0.2727272727272727,150.0,0.0,0.0,13,9,1,0,16,0,0,0,1,0,25.0,207,7,0,8.28,9,13,0.2608695652173913,0.17391304347826086,150.0,2.5,20.7,0.7,0.0,8.28,0.391304347826087,0.5652173913043478,39.130434782608695,56.52173913043478
Anureet Singh,Kings XI Punjab,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,16,4,2,0,10,0,0,0,0,0,67.0,636,18,0,9.492537313432836,4,16,0.0,0.0,0.0,3.0454545454545454,28.90909090909091,0.8181818181818182,0.0,9.492537313432836,0.18181818181818182,0.7272727272727273,18.181818181818183,72.72727272727273
RJ Quiney,Rajasthan Royals,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,4,2,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,28.57142857142857,57.14285714285714
AS Raut,Rajasthan Royals,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,12,4,1,0,8,0,0,0,0,0,5.0,45,0,0,9.0,4,12,0.0,0.0,0.0,1.0,9.0,0.0,0.0,9.0,0.23529411764705882,0.7058823529411765,23.52941176470588,70.58823529411765
Yashpal Singh,Kolkata Knight Riders,0,1,0.0,0,0,Delhi Daredevils,Unknown,L,0,0,0,1,0.0,0.0,0.0,0.0,2,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,2,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,25.0,50.0
RR Bose,N/A,0,0,0.0,0,0,N/A,N/A,W,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,24,0,0,0,0,0,2.0,24,0,0,12.0,1,0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,12.0,1.0,0.0,100.0,0.0
KP Appanna,Royal Challengers Bangalore,0,0,0.0,0,0,Delhi Daredevils,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,7,6,0,0,19,0,0,0,0,0,36.0,291,9,0,8.083333333333334,6,7,0.0,0.0,0.0,2.769230769230769,22.384615384615383,0.6923076923076923,0.0,8.083333333333334,0.46153846153846156,0.5384615384615384,46.15384615384615,53.84615384615385
M Manhas,Delhi Daredevils,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,27,11,0,0,19,0,0,0,0,0,7.0,42,0,0,6.0,11,27,0.0,0.0,0.0,2.3333333333333335,14.0,0.0,0.0,6.0,0.2894736842105263,0.7105263157894737,28.947368421052634,71.05263157894737
Shoaib Ahmed,Deccan Chargers,0,0,0.0,0,0,Delhi Daredevils,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,5,2,0,0,24,0,0,0,0,0,17.0,154,5,0,9.058823529411764,2,5,0.0,0.0,0.0,2.4285714285714284,22.0,0.7142857142857143,0.0,9.058823529411764,0.2857142857142857,0.7142857142857143,28.57142857142857,71.42857142857143
AA Bilakhia,Deccan Chargers,0,1,0.0,0,0,Delhi Daredevils,Unknown,L,0,0,0,1,0.0,0.0,0.0,0.0,4,3,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,3,4,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,42.857142857142854,57.14285714285714
AN Ghosh,Kolkata Knight Riders,0,0,0.0,0,0,Mumbai Indians,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
RE van der Merwe,Royal Challengers Bangalore,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,10,11,0,0,19,1,0,0,0,0,73.0,515,19,1,7.054794520547945,11,10,0.0,0.0,0.0,3.4761904761904763,24.523809523809526,0.9047619047619048,0.047619047619047616,7.054794520547945,0.5238095238095238,0.47619047619047616,52.38095238095239,47.61904761904761
MN van Wyk,Kolkata Knight Riders,4,1,0.0,0,0,Kings XI Punjab,Unknown,L,0,0,4,1,1.3333333333333333,400.0,0.0,0.0,5,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,5,0.8,0.2,400.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
TL Suman,Deccan Chargers,0,2,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,2,0.0,0.0,0.0,0.0,21,19,0,0,16,1,0,0,0,0,25.0,198,6,0,7.92,19,21,0.0,0.05128205128205128,0.0,2.272727272727273,18.0,0.5454545454545454,0.0,7.92,0.475,0.525,47.5,52.5
S Tyagi,Chennai Super Kings,0,0,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,5,9,0,0,24,0,0,0,0,0,35.0,304,6,1,8.685714285714285,9,5,0.0,0.0,0.0,2.5,21.714285714285715,0.42857142857142855,0.07142857142857142,8.685714285714285,0.6428571428571429,0.35714285714285715,64.28571428571429,35.714285714285715
GR Napier,Mumbai Indians,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,28,1,0,0,0,0,4.0,28,1,0,7.0,1,0,0.0,0.0,0.0,4.0,28.0,1.0,0.0,7.0,1.0,0.0,100.0,0.0
SM Harwood,Rajasthan Royals,1,1,100.0,0,0,Deccan Chargers,Unknown,W,0,0,1,1,1.0,100.0,0.0,0.0,1,2,0,0,22,0,0,0,0,0,10.0,74,3,0,7.4,2,1,0.5,0.5,100.0,3.3333333333333335,24.666666666666668,1.0,0.0,7.4,0.6666666666666666,0.3333333333333333,66.66666666666666,33.33333333333333
LA Carseldine,Rajasthan Royals,1,2,0.0,0,0,Deccan Chargers,Unknown,W,0,0,1,2,0.3333333333333333,50.0,0.0,0.0,2,3,0,0,6,1,0,0,0,0,1.0,6,1,0,6.0,3,2,0.2,0.4,50.0,1.0,6.0,1.0,0.0,6.0,0.6,0.4,60.0,40.0
NV Ojha,Rajasthan Royals,11,5,0.0,0,0,Deccan Chargers,Unknown,L,0,0,11,5,0.1527777777777778,220.00000000000003,0.0,0.0,51,42,1,0,0,0,0,0,1,1,0.0,0,0,0,0.0,42,51,0.11702127659574468,0.05319148936170213,220.00000000000003,0.0,0.0,0.0,0.0,0.0,0.44680851063829785,0.5425531914893617,44.680851063829785,54.25531914893617
M Vijay,Chennai Super Kings,0,2,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,2,0.0,0.0,0.0,0.0,54,49,2,0,8,0,0,0,0,0,6.0,49,0,0,8.166666666666666,49,54,0.0,0.01904761904761905,0.0,1.5,12.25,0.0,0.0,8.166666666666666,0.4666666666666667,0.5142857142857142,46.666666666666664,51.42857142857142
SB Jakati,Chennai Super Kings,0,0,0.0,0,0,Delhi Daredevils,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,18,39,0,0,22,0,0,0,0,0,180.0,1474,45,1,8.188888888888888,39,18,0.0,0.0,0.0,3.1578947368421053,25.859649122807017,0.7894736842105263,0.017543859649122806,8.188888888888888,0.6842105263157895,0.3157894736842105,68.42105263157895,31.57894736842105
DA Warner,Delhi Daredevils,30,20,0.0,0,0,Royal Challengers Bengaluru,Unknown,L,0,0,30,20,0.189873417721519,150.0,0.0,0.0,99,81,4,0,2,0,0,0,2,3,0.0,2,0,0,0.0,81,99,0.16304347826086957,0.10869565217391304,150.0,0.0,2.0,0.0,0.0,0.0,0.44021739130434784,0.5380434782608695,44.02173913043478,53.80434782608695
D du Preez,Royal Challengers Bangalore,0,0,0.0,0,0,Rajasthan Royals,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,24,1,0,0,0,0,7.0,56,4,1,8.0,1,1,0.0,0.0,0.0,3.5,28.0,2.0,0.5,8.0,0.5,0.5,50.0,50.0
RJ Harris,Deccan Chargers,1,1,0.0,0,0,Pune Warriors,Unknown,W,0,0,1,1,0.08333333333333333,100.0,0.0,0.0,18,19,0,0,31,0,0,0,0,0,138.0,1085,43,1,7.86231884057971,19,18,0.047619047619047616,0.047619047619047616,100.0,3.72972972972973,29.324324324324323,1.162162162162162,0.02702702702702703,7.86231884057971,0.5135135135135135,0.4864864864864865,51.35135135135135,48.64864864864865
A Singh,Rajasthan Royals,0,1,0.0,0,0,Delhi Daredevils,Unknown,W,0,0,0,1,0.0,0.0,0.0,0.0,11,12,0,0,16,0,0,0,0,0,77.0,639,28,1,8.2987012987013,12,11,0.0,0.2,0.0,3.347826086956522,27.782608695652176,1.2173913043478262,0.043478260869565216,8.2987012987013,0.5217391304347826,0.4782608695652174,52.17391304347826,47.82608695652174
M Morkel,Rajasthan Royals,4,1,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,4,1,0.4,400.0,0.0,0.0,33,35,2,0,32,2,0,0,1,0,271.0,2136,77,4,7.881918819188192,35,33,0.2,0.05,400.0,3.8714285714285714,30.514285714285716,1.1,0.05714285714285714,7.881918819188192,0.5,0.4714285714285714,50.0,47.14285714285714
A Mithun,Royal Challengers Bangalore,0,0,0.0,0,0,Delhi Daredevils,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,7,9,0,0,37,1,0,0,0,0,48.0,477,7,0,9.9375,9,7,0.0,0.0,0.0,3.0,29.8125,0.4375,0.0,9.9375,0.5625,0.4375,56.25,43.75
C Nanda,Mumbai Indians,0,0,0.0,0,0,Rajasthan Royals,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0,22,0,0,0,0,0,8.0,58,2,0,7.25,1,2,0.0,0.0,0.0,2.6666666666666665,19.333333333333332,0.6666666666666666,0.0,7.25,0.3333333333333333,0.6666666666666666,33.33333333333333,66.66666666666666
SS Sarkar,N/A,0,0,0.0,0,0,N/A,N/A,L,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,15,1,0,0,0,0,4.0,34,1,0,8.5,1,1,0.0,0.0,0.0,2.0,17.0,0.5,0.0,8.5,0.5,0.5,50.0,50.0
AD Mathews,Kolkata Knight Riders,2,2,0.0,0,0,Deccan Chargers,Unknown,L,0,0,2,2,0.07142857142857142,100.0,0.0,0.0,31,15,0,0,41,0,0,0,0,0,131.0,1095,27,0,8.358778625954198,15,31,0.04878048780487805,0.04878048780487805,100.0,2.977272727272727,24.886363636363637,0.6136363636363636,0.0,8.358778625954198,0.32608695652173914,0.6739130434782609,32.608695652173914,67.3913043478261
J Botha,Rajasthan Royals,1,1,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,1,1,0.05,100.0,0.0,0.0,17,17,0,0,9,0,0,0,0,0,115.0,818,23,0,7.113043478260869,17,17,0.03571428571428571,0.03571428571428571,100.0,3.3823529411764706,24.058823529411764,0.6764705882352942,0.0,7.113043478260869,0.5,0.5,50.0,50.0
Mashrafe Mortaza,Kolkata Knight Riders,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,59,1,0,0,0,0,4.0,59,0,0,14.75,0,1,0.0,0.0,0.0,4.0,59.0,0.0,0.0,14.75,0.0,1.0,0.0,100.0
GJ Bailey,Chennai Super Kings,3,3,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,3,3,0.11538461538461539,100.0,0.0,0.0,20,16,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,16,20,0.08333333333333333,0.08333333333333333,100.0,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.5555555555555556,44.44444444444444,55.55555555555556
AB McDonald,Delhi Daredevils,0,0,0.0,0,0,Royal Challengers Bangalore,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,4,5,1,0,17,1,0,0,0,0,31.0,263,11,0,8.483870967741936,5,4,0.0,0.0,0.0,3.1,26.3,1.1,0.0,8.483870967741936,0.5,0.4,50.0,40.0
Y Nagar,Delhi Daredevils,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,13,7,0,0,10,0,0,0,0,0,11.0,125,3,0,11.363636363636363,7,13,0.0,0.0,0.0,1.375,15.625,0.375,0.0,11.363636363636363,0.35,0.65,35.0,65.0
CK Langeveldt,Kolkata Knight Riders,0,0,0.0,0,0,Delhi Daredevils,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,2,5,0,0,51,2,0,0,0,0,26.0,199,13,0,7.653846153846154,5,2,0.0,0.0,0.0,3.7142857142857144,28.428571428571427,1.8571428571428572,0.0,7.653846153846154,0.7142857142857143,0.2857142857142857,71.42857142857143,28.57142857142857
SS Shaikh,Kolkata Knight Riders,0,0,0.0,0,0,Rajasthan Royals,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0,0.0
R Ashwin,Chennai Super Kings,1,1,0.0,0,0,Deccan Chargers,Unknown,W,0,0,1,1,0.017543859649122806,100.0,0.0,0.0,92,113,3,0,43,0,0,0,0,0,750.0,5435,174,6,7.246666666666667,113,92,0.011235955056179775,0.011235955056179775,100.0,3.605769230769231,26.129807692307693,0.8365384615384616,0.028846153846153848,7.246666666666667,0.5432692307692307,0.4423076923076923,54.32692307692307,44.230769230769226
Mohammad Ashraful,Mumbai Indians,0,0,0.0,0,0,Delhi Daredevils,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
RA Shaikh,N/A,0,0,0.0,0,0,N/A,N/A,L,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,11,0,0,0,0,0,1.0,11,0,0,11.0,0,1,0.0,0.0,0.0,1.0,11.0,0.0,0.0,11.0,0.0,1.0,0.0,100.0
Jaskaran Singh,Deccan Chargers,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,5,2,0,0,28,0,0,0,0,0,17.0,174,6,0,10.235294117647058,2,5,0.0,0.0,0.0,2.4285714285714284,24.857142857142858,0.8571428571428571,0.0,10.235294117647058,0.2857142857142857,0.7142857142857143,28.57142857142857,71.42857142857143
CA Pujara,Kolkata Knight Riders,0,1,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,1,0.0,0.0,0.0,0.0,10,12,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,12,10,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.45454545454545453,54.54545454545454,45.45454545454545
OA Shah,Kolkata Knight Riders,1,1,0.0,0,0,Deccan Chargers,Unknown,L,0,0,1,1,0.08333333333333333,100.0,0.0,0.0,14,8,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,8,14,0.045454545454545456,0.045454545454545456,100.0,0.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.6363636363636364,36.36363636363637,63.63636363636363
Anirudh Singh,Deccan Chargers,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.75,25.0,75.0
SW Tait,Rajasthan Royals,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,11,10,0,0,40,0,0,0,0,0,78.0,668,22,1,8.564102564102564,10,11,0.0,0.0,0.0,3.7142857142857144,31.80952380952381,1.0476190476190477,0.047619047619047616,8.564102564102564,0.47619047619047616,0.5238095238095238,47.61904761904761,52.38095238095239
A Uniyal,Rajasthan Royals,0,0,0.0,0,0,Delhi Daredevils,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,2,0,0,0,26,0,0,0,0,0,6.0,67,2,0,11.166666666666666,0,2,0.0,0.0,0.0,3.0,33.5,1.0,0.0,11.166666666666666,0.0,1.0,0.0,100.0
AP Tare,Mumbai Indians,0,1,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,1,0.0,0.0,0.0,0.0,16,11,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,11,16,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.4074074074074074,0.5925925925925926,40.74074074074074,59.25925925925925
AT Rayudu,Mumbai Indians,23,18,0.0,0,0,Deccan Chargers,Unknown,W,0,0,23,18,0.1554054054054054,127.77777777777777,0.0,0.0,82,103,0,0,0,0,0,0,1,2,0.0,0,0,0,0.0,103,82,0.12432432432432433,0.0972972972972973,127.77777777777777,0.0,0.0,0.0,0.0,0.0,0.5567567567567567,0.44324324324324327,55.67567567567567,44.32432432432433
AA Jhunjhunwala,Rajasthan Royals,0,1,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,1,0.0,0.0,0.0,0.0,13,5,0,0,13,0,0,0,0,0,14.0,130,1,0,9.285714285714286,5,13,0.0,0.06666666666666667,0.0,1.4,13.0,0.1,0.0,9.285714285714286,0.2777777777777778,0.7222222222222222,27.77777777777778,72.22222222222221
R Sathish,Mumbai Indians,1,1,0.0,0,0,Deccan Chargers,Unknown,L,0,0,1,1,0.0625,100.0,0.0,0.0,15,12,0,0,9,0,0,0,0,0,23.0,233,2,0,10.130434782608695,12,15,0.041666666666666664,0.041666666666666664,100.0,1.6428571428571428,16.642857142857142,0.14285714285714285,0.0,10.130434782608695,0.4444444444444444,0.5555555555555556,44.44444444444444,55.55555555555556
R McLaren,Mumbai Indians,0,0,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,8,10,0,0,61,3,0,0,0,0,59.0,558,12,0,9.457627118644067,10,8,0.0,0.0,0.0,3.2777777777777777,31.0,0.6666666666666666,0.0,9.457627118644067,0.5555555555555556,0.4444444444444444,55.55555555555556,44.44444444444444
AG Murtaza,Mumbai Indians,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,5,7,0,0,16,3,0,0,0,0,44.0,322,9,0,7.318181818181818,7,5,0.0,0.0,0.0,3.6666666666666665,26.833333333333332,0.75,0.0,7.318181818181818,0.5833333333333334,0.4166666666666667,58.333333333333336,41.66666666666667
P Dogra,Rajasthan Royals,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,7,5,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5833333333333334,41.66666666666667,58.333333333333336
MS Bisla,Kings XI Punjab,4,2,0.0,0,0,Deccan Chargers,Unknown,L,0,0,4,2,0.1111111111111111,200.0,0.0,0.0,22,15,2,0,0,0,0,0,1,0,0.0,0,0,0,0.0,15,22,0.10256410256410256,0.05128205128205128,200.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.5641025641025641,38.46153846153847,56.41025641025641
EJG Morgan,Royal Challengers Bangalore,0,1,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,1,0.0,0.0,0.0,0.0,42,31,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,31,42,0.0,0.013513513513513514,0.0,0.0,0.0,0.0,0.0,0.0,0.4189189189189189,0.5675675675675675,41.891891891891895,56.75675675675676
RS Gavaskar,Kolkata Knight Riders,0,0,0.0,0,0,Chennai Super Kings,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0,8,0,0,0,0,0,1.0,8,0,0,8.0,1,1,0.0,0.0,0.0,1.0,8.0,0.0,0.0,8.0,0.5,0.5,50.0,50.0
JM Kemp,Chennai Super Kings,0,0,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0,12,0,0,0,0,0,7.0,58,3,0,8.285714285714286,3,1,0.0,0.0,0.0,1.4,11.6,0.6,0.0,8.285714285714286,0.6,0.2,60.0,20.0
S Ladda,Delhi Daredevils,0,0,0.0,0,0,Deccan Chargers,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,5,4,0,0,21,0,0,0,0,0,23.0,225,5,1,9.782608695652174,4,5,0.0,0.0,0.0,2.5555555555555554,25.0,0.5555555555555556,0.1111111111111111,9.782608695652174,0.4444444444444444,0.5555555555555556,44.44444444444444,55.55555555555556
Bipul Sharma,Kings XI Punjab,0,0,0.0,0,0,Pune Warriors,Unknown,W,0,0,0,0,0.0,0.0,0.0,0.0,13,16,0,0,2,0,0,0,0,0,70.0,581,17,0,8.3,16,13,0.0,0.0,0.0,2.5,20.75,0.6071428571428571,0.0,8.3,0.5517241379310345,0.4482758620689655,55.172413793103445,44.827586206896555
SE Bond,Kolkata Knight Riders,0,0,0.0,0,0,Chennai Super Kings,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,4,4,0,0,24,2,0,0,0,0,31.0,225,8,1,7.258064516129032,4,4,0.0,0.0,0.0,3.875,28.125,1.0,0.125,7.258064516129032,0.5,0.5,50.0,50.0
KA Pollard,Mumbai Indians,26,14,0.0,0,0,Deccan Chargers,Unknown,W,0,0,26,14,0.21666666666666667,185.71428571428572,0.0,0.0,77,98,4,0,26,0,0,0,1,3,244.0,2200,62,0,9.01639344262295,98,77,0.15476190476190477,0.08333333333333333,185.71428571428572,2.2803738317757007,20.560747663551403,0.5794392523364486,0.0,9.01639344262295,0.547486033519553,0.4301675977653631,54.7486033519553,43.01675977653631
MJ Lumb,Rajasthan Royals,0,3,0.0,0,0,Deccan Chargers,Unknown,W,0,0,0,3,0.0,0.0,0.0,0.0,5,7,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,7,5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4166666666666667,58.333333333333336,41.66666666666667
DR Martyn,Rajasthan Royals,0,0,0.0,0,0,Royal Challengers Bangalore,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
S Narwal,Rajasthan Royals,0,0,0.0,0,0,Delhi Daredevils,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,4,3,0,0,17,0,0,0,0,0,17.0,203,5,0,11.941176470588236,3,4,0.0,0.0,0.0,2.8333333333333335,33.833333333333336,0.8333333333333334,0.0,11.941176470588236,0.42857142857142855,0.5714285714285714,42.857142857142854,57.14285714285714
UT Yadav,Delhi Daredevils,0,0,0.0,0,0,Kolkata Knight Riders,Unknown,L,0,0,0,0,0.0,0.0,0.0,0.0,73,73,1,0,20,2,0,0,0,0,507.0,4442,142,5,8.761341222879684,73,73,0.0,0.0,0.0,3.4489795918367347,30.217687074829932,0.9659863945578231,0.034013605442176874,8.761341222879684,0.4965986394557823,0.4965986394557823,49.65986394557823,49.65986394557823
