Player,T.Over,T.Run.Given,T.Wic,T.Mdn,T.ECN,Avg.Over,Avg.Run.Given,Avg.Wic,Avg.Mdn,Avg.ECN,T.Win,T.Loss,Unique.Opponents,Venues
J Syed Mohammad,32.0,286,10,0,8.937499999999977,2.9090909090909167,26.0,0.9090909090909091,0.0,0.8124999999999979,7,4,6,1
VR Aaron,167.0,1527,46,0,9.143712574850342,3.3399999999999848,30.54,0.92,0.0,0.18287425149700684,24,26,13,1
NL McCullum,5.0,35,0,0,7.0,2.5,17.5,0.0,0.0,3.5,0,2,2,1
JE Taylor,19.7,167,6,0,8.491525423728813,3.9333333333333336,33.4,1.2,0.0,1.6983050847457626,0,5,4,1
KMDN Kulasekara,17.0,122,6,0,7.1764705882353015,3.3999999999999964,24.4,1.2,0.0,1.4352941176470604,3,2,3,1
P Parameswaran,25.8,226,9,0,8.748387096774179,3.2291666666666723,28.25,1.125,0.0,1.0935483870967724,5,3,6,1
I Malhotra,1.0,23,0,0,23.000000000000004,0.9999999999999999,23.0,0.0,0.0,23.000000000000004,0,1,1,1
B Chipli,1.0,20,0,0,20.000000000000004,0.9999999999999999,20.0,0.0,0.0,20.000000000000004,0,1,1,1
B Kumar,653.7,5051,195,0,7.7271800101989845,3.7140151515151003,28.698863636363637,1.1079545454545454,0.0,0.04390443187613059,77,99,17,1
AA Kazi,2.0,21,1,0,10.5,2.0,21.0,1.0,0.0,10.5,1,0,1,1
Anand Rajan,25.0,206,10,0,8.239999999999988,3.125000000000005,25.75,1.25,0.0,1.0299999999999985,4,4,6,1
P Prasanth,1.0,18,0,0,18.000000000000004,0.9999999999999999,18.0,0.0,0.0,18.000000000000004,1,0,1,1
Y Gnaneswara Rao,1.0,7,0,0,7.000000000000001,0.9999999999999999,7.0,0.0,0.0,7.000000000000001,1,0,1,1
AA Chavan,41.3,339,8,0,8.201612903225817,3.1794871794871757,26.076923076923077,0.6153846153846154,0.0,0.6308933002481397,6,7,6,1
S Rana,2.7,18,0,0,6.750000000000002,0.8888888888888887,6.0,0.0,0.0,2.2500000000000004,1,2,2,1
JP Faulkner,207.2,1849,76,0,8.92518101367672,3.452777777777727,30.816666666666666,1.2666666666666666,0.0,0.148753016894612,32,28,11,1
SS Mundhe,1.0,6,1,0,6.000000000000001,0.9999999999999999,6.0,1.0,0.0,6.000000000000001,0,1,1,1
RW Price,3.0,33,0,0,11.000000000000004,2.999999999999999,33.0,0.0,0.0,11.000000000000004,1,0,1,1
GJ Maxwell,157.3,1311,41,0,8.33262711864408,1.9915611814345964,16.59493670886076,0.5189873417721519,0.0,0.1054762926410643,38,41,16,1
M de Lange,18.3,171,6,0,9.327272727272732,3.666666666666665,34.2,1.2,0.0,1.8654545454545464,3,2,3,1
MN Samuels,35.7,285,10,0,7.990654205607469,3.2424242424242453,25.90909090909091,0.9090909090909091,0.0,0.726423109600679,5,6,8,1
KK Cooper,96.2,789,36,0,8.204506065857839,3.8466666666666884,31.56,1.44,0.0,0.32818024263431356,12,13,8,1
DAJ Bracewell,4.0,32,3,0,8.000000000000004,3.9999999999999982,32.0,3.0,0.0,8.000000000000004,0,1,1,1
HV Patel,363.0,3215,151,0,8.856749311294612,3.5242718446602552,31.21359223300971,1.4660194174757282,0.0,0.08598785739120983,52,51,16,1
Ankit Sharma,61.2,453,12,0,7.405994550408759,2.912698412698397,21.571428571428573,0.5714285714285714,0.0,0.3526664071623219,4,17,9,1
DJ Harris,3.0,26,0,0,8.66666666666667,1.4999999999999996,13.0,0.0,0.0,4.333333333333335,0,2,2,1
TP Sudhindra,11.8,137,1,0,11.577464788732403,3.9444444444444415,45.666666666666664,0.3333333333333333,0.0,3.8591549295774676,0,3,3,1
F du Plessis,1.0,16,0,0,16.000000000000004,0.9999999999999999,16.0,0.0,0.0,16.000000000000004,1,0,1,1
SP Narine,680.8,4672,200,0,6.8621787025705325,3.890476190476104,26.697142857142858,1.1428571428571428,0.0,0.039212449728974474,98,77,17,1
GB Hogg,76.5,585,25,0,7.647058823529413,3.6428571428571423,27.857142857142858,1.1904761904761905,0.0,0.36414565826330536,8,13,9,1
RR Bhatkal,2.0,35,0,0,17.5,2.0,35.0,0.0,0.0,17.5,0,1,1,1
P Awana,125.2,1046,43,0,8.356857523302173,3.7929292929293346,31.696969696969695,1.303030303030303,0.0,0.25323810676673253,19,14,9,1
V Pratap Singh,34.0,300,12,0,8.82352941176469,3.777777777777784,33.333333333333336,1.3333333333333333,0.0,0.9803921568627434,3,6,8,1
CJ McKay,7.0,60,1,0,8.571428571428568,3.5000000000000018,30.0,0.5,0.0,4.285714285714284,1,1,2,1
AD Russell,284.5,2691,125,0,9.458699472759314,2.540178571428548,24.026785714285715,1.1160714285714286,0.0,0.08445267386392244,57,55,16,1
A Ashish Reddy,44.0,400,19,0,9.090909090909108,2.1999999999999957,20.0,0.95,0.0,0.45454545454545536,7,13,8,1
Azhar Mahmood,90.3,707,31,0,7.826568265682624,3.9275362318840745,30.73913043478261,1.3478260869565217,0.0,0.34028557676880977,12,11,9,1
A Chandila,39.0,245,11,0,6.282051282051285,3.2499999999999987,20.416666666666668,0.9166666666666666,0.0,0.5235042735042738,7,5,7,1
P Negi,119.3,954,38,0,7.994413407821148,2.84126984126987,22.714285714285715,0.9047619047619048,0.0,0.190343176376694,14,28,13,1
LJ Wright,11.8,125,2,0,10.563380281690149,1.9722222222222208,20.833333333333332,0.3333333333333333,0.0,1.7605633802816916,1,5,5,1
RJ Peterson,8.0,70,3,0,8.749999999999995,2.0000000000000013,17.5,0.75,0.0,2.1874999999999987,3,1,4,1
R Shukla,20.5,217,7,0,10.585365853658534,2.9285714285714297,31.0,1.0,0.0,1.512195121951219,3,4,6,1
MJ Clarke,11.0,72,3,0,6.5454545454545485,2.199999999999999,14.4,0.6,0.0,1.3090909090909097,0,5,4,1
BW Hilfenhaus,62.5,497,23,0,7.952000000000044,3.6764705882352735,29.235294117647058,1.3529411764705883,0.0,0.4677647058823555,12,5,7,1
SPD Smith,0.3,5,0,0,15.0,0.3333333333333333,5.0,0.0,0.0,15.0,0,1,1,1
K Upadhyay,9.0,81,0,0,8.999999999999998,3.0000000000000004,27.0,0.0,0.0,2.9999999999999996,0,3,3,1
Sunny Gupta,3.0,47,0,0,15.666666666666671,2.999999999999999,47.0,0.0,0.0,15.666666666666671,0,1,1,1
MG Johnson,207.3,1740,66,0,8.39228295819948,3.8395061728394495,32.22222222222222,1.2222222222222223,0.0,0.15541264737406446,31,23,11,1
JJ Bumrah,518.0,3840,182,0,7.413127413127101,3.894736842105427,28.872180451127818,1.368421052631579,0.0,0.055737800098700004,69,64,15,1
S Badree,43.0,329,11,0,7.651162790697687,3.5833333333333273,27.416666666666668,0.9166666666666666,0.0,0.6375968992248072,4,8,8,1
AS Rajpoot,89.8,844,24,0,9.395176252319072,3.0977011494253,29.103448275862068,0.8275862068965517,0.0,0.3239715949075542,10,19,10,1
B Laughlin,28.2,284,10,0,10.08284023668637,3.1296296296296364,31.555555555555557,1.1111111111111112,0.0,1.1203155818540411,3,6,6,1
GH Vihari,7.0,48,1,0,6.857142857142854,1.1666666666666672,8.0,0.16666666666666666,0.0,1.1428571428571423,2,4,3,1
Mohammed Shami,407.0,3486,144,0,8.565110565110327,3.7000000000001028,31.69090909090909,1.309090909090909,0.0,0.07786464150100297,55,55,13,1
BMAJ Mendis,5.0,36,1,0,7.2,2.5,18.0,0.5,0.0,3.6,0,2,2,1
CH Morris,288.5,2377,107,0,8.239168110918605,3.5617283950617016,29.34567901234568,1.3209876543209877,0.0,0.10171812482615562,40,41,14,1
S Kaul,202.5,1772,63,0,8.750617283950737,3.681818181818131,32.21818181818182,1.1454545454545455,0.0,0.15910213243546795,25,30,14,1
R Dhawan,110.8,922,27,0,8.318796992481131,3.0787037037037304,25.61111111111111,0.75,0.0,0.23107769423558697,19,17,13,1
MM Sharma,376.7,3278,147,0,8.702654867256456,3.393393393393464,29.53153153153153,1.3243243243243243,0.0,0.07840229610140952,60,51,16,1
R Rampaul,45.0,319,17,0,7.088888888888905,3.7499999999999916,26.583333333333332,1.4166666666666667,0.0,0.590740740740742,4,8,7,1
KV Sharma,249.2,2130,82,0,8.548494983277779,3.0386178861787956,25.975609756097562,1.0,0.0,0.10424993882046071,41,41,14,1
SMSM Senanayake,32.0,211,9,0,6.593749999999982,4.000000000000011,26.375,1.125,0.0,0.8242187499999978,4,4,7,1
JO Holder,166.3,1489,59,0,8.95190380761527,3.6159420289854913,32.369565217391305,1.2826086956521738,0.0,0.19460660451337544,24,22,13,1
IC Pandey,77.3,609,19,0,7.874999999999999,3.2222222222222228,25.375,0.7916666666666666,0.0,0.32812499999999994,18,6,7,1
Sandeep Sharma,472.3,3758,153,0,7.956245589272797,3.7486772486773976,29.825396825396826,1.2142857142857142,0.0,0.06314480626406982,58,68,16,1
YS Chahal,588.3,4681,213,0,7.956373937676975,3.700209643605907,29.440251572327043,1.3396226415094339,0.0,0.05004008765834576,77,82,16,1
DJG Sammy,39.7,354,14,0,8.924369747899165,2.087719298245613,18.63157894736842,0.7368421052631579,0.0,0.46970367094206134,9,10,8,1
KW Richardson,55.8,479,21,0,8.57910447761198,3.7222222222222054,31.933333333333334,1.4,0.0,0.5719402985074653,7,8,10,1
P Suyal,16.7,154,2,0,9.24000000000001,3.3333333333333295,30.8,0.4,0.0,1.848000000000002,2,3,4,1
PV Tambe,110.0,866,28,0,7.8727272727272055,3.333333333333362,26.242424242424242,0.8484848484848485,0.0,0.23856749311294562,19,14,8,1
BJ Rohrer,1.0,12,0,0,12.000000000000002,0.9999999999999999,12.0,0.0,0.0,12.000000000000002,0,1,1,1
Parvez Rasool,33.0,273,4,0,8.272727272727256,3.0000000000000067,24.818181818181817,0.36363636363636365,0.0,0.7520661157024778,5,6,7,1
MG Neser,4.2,62,0,0,14.880000000000006,4.166666666666665,62.0,0.0,0.0,14.880000000000006,1,0,1,1
NM Coulter-Nile,144.3,1125,52,0,7.794457274826762,3.7982456140351015,29.605263157894736,1.368421052631579,0.0,0.20511729670596743,22,16,13,1
AC Gilchrist,0.2,0,1,0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,1,0,1,1
CJ Anderson,49.5,525,14,0,10.606060606060641,2.2499999999999925,23.863636363636363,0.6363636363636364,0.0,0.4820936639118473,9,13,10,1
MA Starc,139.0,1175,59,0,8.453237410071893,3.564102564102585,30.128205128205128,1.5128205128205128,0.0,0.2167496771813306,22,17,10,1
JDS Neesham,36.0,342,8,0,9.499999999999993,2.7692307692307714,26.307692307692307,0.6153846153846154,0.0,0.7307692307692302,6,7,9,1
AR Patel,517.5,3824,131,0,7.389371980676016,3.49662162162177,25.83783783783784,0.8851351351351351,0.0,0.04992818905862173,69,79,15,1
M Vijay,6.0,49,0,0,8.166666666666664,1.5000000000000004,12.25,0.0,0.0,2.041666666666666,0,4,3,1
R Tewatia,140.8,1117,36,0,7.931360946745522,2.7083333333333472,21.48076923076923,0.6923076923076923,0.0,0.1525261720527985,24,28,11,1
SA Yadav,1.0,8,0,0,8.000000000000002,0.9999999999999999,8.0,0.0,0.0,8.000000000000002,1,0,1,1
Shivam Sharma,19.0,165,4,0,8.684210526315791,3.7999999999999994,33.0,0.8,0.0,1.7368421052631582,3,2,5,1
Imran Tahir,219.5,1729,86,0,7.876993166287151,3.720338983050784,29.305084745762713,1.4576271186440677,0.0,0.13350835875062966,31,28,11,1
V Shankar,40.5,344,12,0,8.493827160493835,1.8409090909090893,15.636363636363637,0.5454545454545454,0.0,0.38608305274971977,10,12,8,1
LMP Simmons,3.0,34,1,0,11.333333333333337,2.999999999999999,34.0,1.0,0.0,11.333333333333337,0,1,1,1
BCJ Cutting,46.8,430,12,0,9.181494661921732,2.754901960784306,25.294117647058822,0.7058823529411765,0.0,0.5400879212895137,12,5,9,1
K Santokie,8.0,91,3,0,11.374999999999993,4.000000000000003,45.5,1.5,0.0,5.6874999999999964,2,0,2,1
S Gopal,165.3,1358,53,0,8.213709677419388,3.241830065359464,26.627450980392158,1.0392156862745099,0.0,0.16105313092979193,21,30,12,1
BE Hendricks,25.2,239,11,0,9.496688741721838,3.595238095238101,34.142857142857146,1.5714285714285714,0.0,1.3566698202459768,3,4,7,1
PJ Cummins,220.0,1976,66,0,8.981818181818337,3.793103448275797,34.06896551724138,1.1379310344827587,0.0,0.15485893416928168,27,31,14,1
JW Hastings,9.8,66,3,0,6.711864406779662,3.2777777777777772,22.0,1.0,0.0,2.2372881355932206,1,2,3,1
Karanveer Singh,34.0,323,14,0,9.499999999999984,3.777777777777784,35.888888888888886,1.5555555555555556,0.0,1.0555555555555538,3,6,6,1
DJ Muthuswami,14.0,108,4,0,7.714285714285723,2.333333333333331,18.0,0.6666666666666666,0.0,1.2857142857142871,3,3,6,1
TA Boult,390.5,3286,128,0,8.41485275288072,3.791262135922422,31.902912621359224,1.2427184466019416,0.0,0.08169759954253125,59,44,13,1
SA Abbott,9.0,104,1,0,11.555555555555554,3.0000000000000004,34.666666666666664,0.3333333333333333,0.0,3.851851851851851,1,2,3,1
KC Cariappa,36.3,349,8,0,9.605504587155957,3.303030303030305,31.727272727272727,0.7272727272727273,0.0,0.8732276897414507,4,7,5,1
DJ Hooda,62.2,535,10,0,8.605898123324444,1.8838383838383734,16.21212121212121,0.30303030303030304,0.0,0.26078479161589224,15,18,11,1
J Suchith,70.0,604,20,0,8.628571428571453,3.3333333333333237,28.761904761904763,0.9523809523809523,0.0,0.4108843537414978,12,9,9,1
RG More,5.8,63,1,0,10.799999999999997,2.9166666666666674,31.5,0.5,0.0,5.399999999999999,0,2,2,1
D Wiese,49.5,447,17,0,9.03030303030306,3.299999999999989,29.8,1.1333333333333333,0.0,0.602020202020204,6,9,7,1
MJ McClenaghan,213.8,1839,75,0,8.6001558846455,3.8184523809523196,32.839285714285715,1.3392857142857142,0.0,0.15357421222581252,34,22,11,1
HH Pandya,237.2,2196,70,0,9.259311314125274,2.550179211469483,23.612903225806452,0.7526881720430108,0.0,0.09956248724865886,56,37,16,1
SN Thakur,312.7,2908,100,0,9.300639658848597,3.3985507246376874,31.608695652173914,1.0869565217391304,0.0,0.10109390933531084,52,40,14,1
GS Sandhu,8.0,86,1,0,10.749999999999993,4.000000000000003,43.0,0.5,0.0,5.3749999999999964,1,1,2,1
Gurkeerat Singh,13.0,97,5,0,7.461538461538469,2.1666666666666647,16.166666666666668,0.8333333333333334,0.0,1.2435897435897447,1,5,5,1
J Yadav,65.3,447,9,0,6.841836734693913,3.26666666666665,22.35,0.45,0.0,0.3420918367346956,13,7,9,1
BB Sran,81.0,767,20,0,9.469135802469122,3.375000000000005,31.958333333333332,0.8333333333333334,0.0,0.3945473251028801,16,8,9,1
M Ashwin,145.5,1182,35,0,8.12371134020616,3.3068181818181923,26.863636363636363,0.7954545454545454,0.0,0.18462980318650365,15,29,13,1
C Munro,2.0,15,0,0,7.5,1.0,7.5,0.0,0.0,3.75,2,0,2,1
CR Brathwaite,42.8,384,16,0,8.964980544747096,2.677083333333329,24.0,1.0,0.0,0.5603112840466935,6,10,9,1
MP Stoinis,134.0,1300,45,0,9.701492537313353,2.1612903225806632,20.967741935483872,0.7258064516129032,0.0,0.15647568608569923,31,31,14,1
P Sahu,17.5,152,3,0,8.685714285714292,3.4999999999999973,30.4,0.6,0.0,1.7371428571428584,1,4,5,1
Mustafizur Rahman,217.7,1792,70,0,8.232771822358485,3.818713450292334,31.43859649122807,1.2280701754385965,0.0,0.14443459337471026,25,32,15,1
AF Milne,34.7,339,9,0,9.77884615384614,3.4666666666666712,33.9,0.9,0.0,0.9778846153846141,3,7,7,1
Kuldeep Yadav,291.3,2413,90,0,8.282608695652225,3.5528455284552622,29.426829268292682,1.0975609756097562,0.0,0.10100742311771006,42,40,15,1
KH Pandya,354.2,2644,80,0,7.46541176470577,3.0270655270655724,22.5982905982906,0.6837606837606838,0.0,0.06380693815987838,69,48,15,1
KJ Abbott,16.2,182,2,0,11.257731958762903,3.2333333333333285,36.4,0.4,0.0,2.251546391752581,1,4,4,1
T Shamsi,20.0,185,3,0,9.249999999999998,4.000000000000001,37.0,0.6,0.0,1.8499999999999996,1,4,5,1
S Kaushik,34.2,304,6,0,8.897560975609743,3.4166666666666723,30.4,0.6,0.0,0.8897560975609743,2,8,6,1
SM Boland,7.0,56,3,0,7.999999999999996,3.5000000000000018,28.0,1.5,0.0,3.999999999999998,1,1,2,1
Swapnil Singh,27.2,241,7,0,8.87116564417176,1.9404761904761945,17.214285714285715,0.5,0.0,0.6336546888694115,9,5,9,1
CJ Jordan,113.2,1111,36,0,9.817378497790779,3.32843137254905,32.6764705882353,1.0588235294117647,0.0,0.28874642640561116,18,16,14,1
A Zampa,69.8,562,30,0,8.047732696897398,3.4916666666666565,28.1,1.5,0.0,0.4023866348448699,11,9,10,1
Sachin Baby,1.7,8,3,0,4.8,0.8333333333333334,4.0,1.5,0.0,2.4,2,0,2,1
N Rana,30.0,253,10,0,8.433333333333312,1.250000000000003,10.541666666666666,0.4166666666666667,0.0,0.35138888888888803,13,11,11,1
DL Chahar,279.0,2243,79,0,8.039426523297584,3.4444444444444042,27.691358024691358,0.9753086419753086,0.0,0.09925217929997017,48,33,12,1
KS Williamson,3.0,31,0,0,10.333333333333336,1.4999999999999996,15.5,0.0,0.0,5.166666666666668,0,2,2,1
TS Mills,34.8,349,11,0,10.019138755980848,3.483333333333338,34.9,1.1,0.0,1.0019138755980848,1,9,9,1
A Choudhary,17.0,144,5,0,8.470588235294127,3.3999999999999964,28.8,1.0,0.0,1.6941176470588253,0,5,5,1
TM Head,9.7,113,3,0,11.689655172413794,1.611111111111111,18.833333333333332,0.5,0.0,1.9482758620689655,2,4,4,1
Rashid Khan,478.7,3340,157,0,6.977715877437042,3.955922865013935,27.60330578512397,1.2975206611570247,0.0,0.05766707336724828,65,56,14,1
BA Stokes,115.5,1023,31,0,8.857142857142772,3.039473684210555,26.92105263157895,0.8157894736842105,0.0,0.23308270676691506,18,20,11,1
CR Woakes,73.5,674,31,0,9.170068027210897,3.499999999999995,32.095238095238095,1.4761904761904763,0.0,0.43666990605766176,12,9,11,1
T Natarajan,223.0,2001,76,0,8.973094170403746,3.6557377049179682,32.80327868852459,1.2459016393442623,0.0,0.1470999044328483,31,30,14,1
RD Chahar,277.5,2165,76,0,7.801801801801898,3.6038961038960595,28.116883116883116,0.987012987012987,0.0,0.10132210132210256,42,35,13,1
B Stanlake,24.0,200,7,0,8.333333333333321,4.000000000000005,33.333333333333336,1.1666666666666667,0.0,1.3888888888888868,4,2,6,1
Tejas Baroka,3.5,33,0,0,9.428571428571432,3.4999999999999987,33.0,0.0,0.0,9.428571428571432,0,1,1,1
Basil Thampi,87.0,862,26,0,9.908045977011462,3.4800000000000115,34.48,1.04,0.0,0.3963218390804585,8,17,10,1
C de Grandhomme,36.3,323,7,0,8.889908256880728,1.9122807017543872,17.0,0.3684210526315789,0.0,0.4678899082568804,11,8,8,1
AJ Tye,114.5,1005,48,0,8.777292576419132,3.8166666666667024,33.5,1.6,0.0,0.2925764192139711,13,17,10,1
LH Ferguson,161.2,1451,57,0,9.0031023784902,3.5814814814814717,32.24444444444445,1.2666666666666666,0.0,0.20006894174422665,28,17,12,1
Mohammad Nabi,69.5,527,15,0,7.582733812949663,3.0217391304347734,22.91304347826087,0.6521739130434783,0.0,0.3296840788238984,10,13,10,1
Mohammed Siraj,327.7,2894,96,0,8.832146490335646,3.5232974910394512,31.118279569892472,1.032258064516129,0.0,0.09496931710038328,44,49,13,1
K Rabada,306.7,2652,126,0,8.647826086956524,3.833333333333332,33.15,1.575,0.0,0.10809782608695655,39,41,13,1
Washington Sundar,176.0,1335,39,0,7.5852272727273276,3.0344827586206677,23.017241379310345,0.6724137931034483,0.0,0.13077978056426426,30,28,13,1
SS Agarwal,4.0,42,1,0,10.500000000000005,3.9999999999999982,42.0,1.0,0.0,10.500000000000005,0,1,1,1
NB Singh,4.0,18,1,0,4.500000000000002,1.9999999999999991,9.0,0.5,0.0,2.250000000000001,1,1,2,1
RA Tripathi,1.0,12,0,0,12.000000000000002,0.9999999999999999,12.0,0.0,0.0,12.000000000000002,0,1,1,1
Ankit Soni,18.2,145,4,0,7.981651376146793,3.0277777777777763,24.166666666666668,0.6666666666666666,0.0,1.3302752293577988,3,3,6,1
MJ Henry,17.0,183,3,0,10.764705882352953,2.8333333333333304,30.5,0.5,0.0,1.7941176470588254,5,1,4,1
Avesh Khan,223.2,2010,81,0,9.00672143390606,3.599462365591334,32.41935483870968,1.3064516129032258,0.0,0.14526970054687194,36,26,13,1
MA Wood,20.2,192,11,0,9.520661157024792,4.033333333333334,38.4,2.2,0.0,1.9041322314049585,3,2,5,1
M Markande,120.2,1081,37,0,8.995839112343875,3.247747747747781,29.216216216216218,1.0,0.0,0.24313078682010472,17,20,13,1
Mujeeb Ur Rahman,72.3,598,20,0,8.267281105990799,3.8070175438596423,31.473684210526315,1.0526315789473684,0.0,0.43512005821004207,9,10,8,1
K Khejroliya,20.5,221,5,0,10.780487804878046,2.9285714285714297,31.571428571428573,0.7142857142857143,0.0,1.5400696864111494,3,4,6,1
K Gowtham,98.0,825,22,0,8.418367346938725,2.800000000000017,23.571428571428573,0.6285714285714286,0.0,0.24052478134110641,14,21,10,1
DJM Short,3.0,23,1,0,7.666666666666669,1.4999999999999996,11.5,0.5,0.0,3.8333333333333344,1,1,2,1
TK Curran,40.2,432,13,0,10.75518672199171,3.089743589743587,33.23076923076923,1.0,0.0,0.8273220555378238,6,7,7,1
A Dananjaya,4.0,47,0,0,11.750000000000005,3.9999999999999982,47.0,0.0,0.0,11.750000000000005,0,1,1,1
Shivam Mavi,109.2,958,33,0,8.775572519083896,3.411458333333362,29.9375,1.03125,0.0,0.27423664122137176,19,13,11,1
JC Archer,158.8,1210,49,0,7.618048268625408,3.9708333333333257,30.25,1.225,0.0,0.1904512067156352,17,23,10,1
LE Plunkett,25.0,228,4,0,9.119999999999985,3.571428571428577,32.57142857142857,0.5714285714285714,0.0,1.3028571428571407,3,4,6,1
IS Sodhi,30.2,204,9,0,6.762430939226502,3.770833333333343,25.5,1.125,0.0,0.8453038674033128,3,5,6,1
MK Lomror,15.0,127,2,0,8.466666666666677,1.3636363636363618,11.545454545454545,0.18181818181818182,0.0,0.7696969696969707,5,6,7,1
L Ngidi,54.3,460,28,0,8.466257668711693,3.8809523809523645,32.857142857142854,2.0,0.0,0.6047326906222638,10,4,7,1
KM Asif,22.5,232,7,0,10.311111111111101,3.2142857142857175,33.142857142857146,1.0,0.0,1.4730158730158716,3,4,6,1
DJ Willey,36.0,277,7,0,7.694444444444438,3.272727272727275,25.181818181818183,0.6363636363636364,0.0,0.699494949494949,6,5,7,1
M Prasidh Krishna,194.7,1741,54,0,8.94349315068504,3.8169934640522416,34.13725490196079,1.0588235294117647,0.0,0.17536261079774587,25,26,11,1
MM Ali,126.5,900,40,0,7.1146245059287745,2.4326923076923346,17.307692307692307,0.7692307692307693,0.0,0.13681970203709182,20,32,12,1
JPR Scantlebury-Searles,7.0,89,2,0,12.714285714285708,2.3333333333333344,29.666666666666668,0.6666666666666666,0.0,4.238095238095236,3,0,3,1
S Lamichhane,35.0,297,14,0,8.485714285714275,3.8888888888888937,33.0,1.5555555555555556,0.0,0.9428571428571417,5,4,6,1
CJ Dala,3.0,34,0,0,11.333333333333337,2.999999999999999,34.0,0.0,0.0,11.333333333333337,0,1,1,1
KK Ahmed,213.5,1918,78,0,8.983606557377193,3.7456140350876597,33.64912280701754,1.368421052631579,0.0,0.1576071325855648,23,34,12,1
Navdeep Saini,110.2,968,26,0,8.786686838123979,3.5537634408602456,31.225806451612904,0.8387096774193549,0.0,0.28344151090722514,15,16,9,1
S Dube,18.7,190,6,0,10.178571428571432,1.3333333333333328,13.571428571428571,0.42857142857142855,0.0,0.7270408163265308,4,10,9,1
Rasikh Salam,32.8,341,9,0,10.385786802030434,2.9848484848484915,31.0,0.8181818181818182,0.0,0.9441624365482213,6,5,8,1
KMA Paul,28.0,239,10,0,8.535714285714267,3.5000000000000075,29.875,1.25,0.0,1.0669642857142834,5,3,5,1
SM Curran,198.0,1924,62,0,9.71717171717184,3.4137931034482323,33.172413793103445,1.0689655172413792,0.0,0.16753744339951449,27,31,12,1
CV Varun,266.0,2042,85,0,7.676691729323444,3.7999999999999328,29.17142857142857,1.2142857142857142,0.0,0.10966702470462063,38,32,12,1
GC Viljoen,23.0,229,8,0,9.956521739130425,3.8333333333333375,38.166666666666664,1.3333333333333333,0.0,1.6594202898550707,2,4,4,1
Mandeep Singh,2.0,26,0,0,13.0,1.0,13.0,0.0,0.0,6.5,1,1,2,1
P Ray Barman,4.0,56,0,0,14.000000000000007,3.9999999999999982,56.0,0.0,0.0,14.000000000000007,0,1,1,1
MJ Santner,61.2,428,16,0,6.997275204359711,3.3981481481481297,23.77777777777778,0.8888888888888888,0.0,0.38873751135331724,10,8,9,1
JP Behrendorff,61.0,563,22,0,9.22950819672136,3.5882352941176276,33.11764705882353,1.2941176470588236,0.0,0.5429122468659624,10,7,9,1
SC Kuggeleijn,8.0,71,2,0,8.874999999999995,4.000000000000003,35.5,1.0,0.0,4.437499999999997,2,0,2,1
AS Joseph,72.5,707,22,0,9.75172413793105,3.2954545454545396,32.13636363636363,1.0,0.0,0.44326018808777506,14,8,10,1
HF Gurney,27.2,239,7,0,8.79754601226992,3.39583333333334,29.875,0.875,0.0,1.09969325153374,3,5,6,1
S Midhun,2.0,29,0,0,14.5,2.0,29.0,0.0,0.0,14.5,0,1,1,1
R Parag,29.2,307,5,0,10.52571428571426,1.3888888888888922,14.619047619047619,0.23809523809523808,0.0,0.5012244897959172,9,12,9,1
LS Livingstone,43.0,395,11,0,9.186046511627922,1.9545454545454513,17.954545454545453,0.5,0.0,0.4175475687103601,9,13,10,1
SN Khan,0.3,6,0,0,18.0,0.3333333333333333,6.0,0.0,0.0,18.0,0,1,1,1
Abhishek Sharma,45.2,396,11,0,8.767527675276773,1.7371794871794832,15.23076923076923,0.4230769230769231,0.0,0.3372126028952605,12,14,11,1
Arshdeep Singh,228.2,2097,84,0,9.1906501095692,3.510256410256345,32.261538461538464,1.2923076923076924,0.0,0.14139461707029538,28,37,10,1
SE Rutherford,6.8,60,1,0,8.780487804878044,1.1388888888888895,10.0,0.16666666666666666,0.0,1.4634146341463408,5,1,5,1
Harpreet Brar,113.2,907,25,0,8.014727540500663,2.9017094017094283,23.256410256410255,0.6410256410256411,0.0,0.20550583437181189,17,22,10,1
Y Prithvi Raj,5.0,57,1,0,11.4,2.5,28.5,0.5,0.0,5.7,0,2,2,1
O Thomas,10.3,85,5,0,8.225806451612906,2.5833333333333326,21.25,1.25,0.0,2.0564516129032264,2,2,4,1
AS Roy,22.7,191,6,0,8.426470588235286,2.518518518518521,21.22222222222222,0.6666666666666666,0.0,0.9362745098039207,4,5,7,1
S Sandeep Warrier,28.3,257,8,0,9.070588235294098,2.8333333333333397,25.7,0.8,0.0,0.9070588235294098,5,5,6,1
JL Pattinson,35.5,321,11,0,9.042253521126751,3.5500000000000034,32.1,1.1,0.0,0.9042253521126751,6,4,7,1
SS Cottrell,20.0,177,6,0,8.849999999999998,3.333333333333334,29.5,1.0,0.0,1.4749999999999996,1,5,6,1
Ravi Bishnoi,236.0,1861,68,0,7.88559322033914,3.630769230769159,28.630769230769232,1.0461538461538462,0.0,0.1213168187744483,34,31,10,1
A Nortje,177.0,1614,62,0,9.118644067796678,3.8478260869564926,35.08695652173913,1.3478260869565217,0.0,0.19823139277818866,22,24,10,1
I Udana,29.0,286,8,0,9.862068965517219,2.9000000000000066,28.6,0.8,0.0,0.9862068965517219,6,4,7,1
