Player,T.RAB,TBF,T.50,T.100,T.4,T.6,Avg.RAB,Avg.BF,Avg.SR,RF.50,RF.100,T.over,T.Run.Given,T.Wic,T.Mdn,T.ECN,Avg.over,Avg.Run.Given,Avg.Wic,Avg.Mdn,Avg.ECN,T.Win,T.Loss,Win%,Loss%,Unique.OP,Venues,Matches
DW Steyn,167,157,0,0,14,3,5.0606060606060606,4.757575757575758,106.36942675159236,0.0,0.0,364.8,2583,105,46,7.079945180447567,3.840350877193051,27.189473684210526,1.105263157894737,0.4842105263157895,0.07452573874155333,39,56,41.05263157894737,58.94736842105262,11,1,95
B Chipli,280,248,0,0,28,7,13.333333333333334,11.80952380952381,112.90322580645163,0.0,0.0,1.0,20,0,0,20.000000000000004,0.9999999999999999,20.0,0.0,0.0,20.000000000000004,6,15,28.57142857142857,71.42857142857143,10,1,21
JA Morkel,975,672,2,0,61,55,14.552238805970148,10.029850746268657,145.08928571428572,0.029850746268656716,0.0,289.3,2409,96,38,8.326036866359507,3.3256704980842673,27.689655172413794,1.103448275862069,0.4367816091954023,0.09570157317654605,47,43,52.22222222222223,47.77777777777778,12,1,90
DB Das,304,251,0,0,23,16,13.818181818181818,11.409090909090908,121.11553784860558,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,15,31.818181818181817,68.18181818181817,7,1,22
CRD Fernando,4,3,0,0,0,0,2.0,1.5,133.33333333333331,0.0,0.0,39.7,306,19,8,7.714285714285719,3.966666666666664,30.6,1.9,0.8,0.7714285714285719,6,4,60.0,40.0,7,1,10
MK Pandey,3859,3153,13,0,335,111,24.424050632911392,19.955696202531644,122.39137329527435,0.08227848101265822,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,71,87,44.936708860759495,55.06329113924051,15,1,158
HH Gibbs,886,783,3,0,83,31,24.61111111111111,21.75,113.154533844189,0.08333333333333333,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,15,21,41.66666666666667,58.333333333333336,7,1,36
Gagandeep Singh,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,14.0,142,3,0,10.142857142857155,3.499999999999996,35.5,0.75,0.0,2.5357142857142887,4,0,100.0,0.0,3,0,4
SE Marsh,2489,1825,14,1,269,78,36.072463768115945,26.44927536231884,136.38356164383563,0.2028985507246377,0.014492753623188406,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,31,38,44.927536231884055,55.072463768115945,13,1,69
SA Asnodkar,423,329,2,0,56,10,22.263157894736842,17.31578947368421,128.57142857142858,0.10526315789473684,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,9,52.63157894736842,47.368421052631575,7,1,19
Umar Gul,39,17,0,0,1,5,9.75,4.25,229.41176470588235,0.0,0.0,23.5,198,14,4,8.425531914893607,3.9166666666666714,33.0,2.3333333333333335,0.6666666666666666,1.4042553191489346,3,3,50.0,50.0,4,1,6
Salman Butt,193,156,1,0,30,2,27.571428571428573,22.285714285714285,123.71794871794873,0.14285714285714285,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,57.14285714285714,42.857142857142854,6,1,7
BJ Hodge,1400,1105,2,0,122,43,22.22222222222222,17.53968253968254,126.69683257918551,0.031746031746031744,0.0,39.0,310,18,2,7.948717948717952,1.9499999999999993,15.5,0.9,0.1,0.3974358974358976,26,37,41.269841269841265,58.730158730158735,10,1,63
SP Fleming,196,161,0,0,27,3,19.6,16.1,121.73913043478262,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,30.0,70.0,7,1,10
S Vidyut,145,108,1,0,21,3,18.125,13.5,134.25925925925927,0.125,0.0,2.0,22,1,0,11.0,2.0,22.0,1.0,0.0,11.0,3,5,37.5,62.5,5,1,8
PJ Sangwan,26,43,0,0,1,0,1.8571428571428572,3.0714285714285716,60.46511627906976,0.0,0.0,143.7,1267,44,14,8.819025522041729,3.420634920634934,30.166666666666668,1.0476190476190477,0.3333333333333333,0.20997679814385067,19,23,45.23809523809524,54.761904761904766,11,1,42
M Ntini,11,18,0,0,2,0,5.5,9.0,61.111111111111114,0.0,0.0,35.3,257,8,6,7.273584905660369,3.92592592592593,28.555555555555557,0.8888888888888888,0.6666666666666666,0.80817610062893,2,7,22.22222222222222,77.77777777777779,6,1,9
AB de Villiers,5181,3355,18,0,414,253,30.476470588235294,19.735294117647058,154.4262295081967,0.10588235294117647,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,74,96,43.529411764705884,56.470588235294116,16,1,170
LPC Silva,40,24,0,0,5,1,13.333333333333334,8.0,166.66666666666669,0.0,0.0,1.0,21,0,0,21.000000000000004,0.9999999999999999,21.0,0.0,0.0,21.000000000000004,0,3,0.0,100.0,3,1,3
DB Ravi Teja,375,306,1,0,35,9,15.0,12.24,122.54901960784315,0.04,0.0,3.0,28,1,0,9.333333333333336,1.4999999999999996,14.0,0.5,0.0,4.666666666666668,7,18,28.000000000000004,72.0,9,1,25
Misbah-ul-Haq,117,79,0,0,10,6,14.625,9.875,148.1012658227848,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,37.5,62.5,6,1,8
DP Vijaykumar,1,1,0,0,0,0,1.0,1.0,100.0,0.0,0.0,25.7,205,4,6,7.987012987012974,2.8518518518518565,22.77777777777778,0.4444444444444444,0.6666666666666666,0.8874458874458859,1,8,11.11111111111111,88.88888888888889,7,1,9
YV Takawale,192,172,0,0,26,3,19.2,17.2,111.62790697674419,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,30.0,70.0,6,1,10
RR Raje,20,18,0,0,1,1,4.0,3.6,111.11111111111111,0.0,0.0,23.3,214,7,3,9.17142857142856,2.333333333333336,21.4,0.7,0.3,0.917142857142856,7,3,70.0,30.0,6,1,10
DT Patil,13,13,0,0,1,0,6.5,6.5,100.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,100.0,2,1,2
S Anirudha,136,109,1,0,9,7,11.333333333333334,9.083333333333334,124.77064220183487,0.08333333333333333,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,50.0,50.0,6,1,12
L Balaji,36,46,0,0,2,1,2.769230769230769,3.5384615384615383,78.26086956521739,0.0,0.0,252.7,2083,85,27,8.244063324538443,3.461187214611795,28.534246575342465,1.1643835616438356,0.3698630136986301,0.1129323743087458,40,33,54.794520547945204,45.20547945205479,11,1,73
CK Kapugedera,16,22,0,0,0,0,5.333333333333333,7.333333333333333,72.72727272727273,0.0,0.0,2.8,49,0,0,17.29411764705883,0.9444444444444442,16.333333333333332,0.0,0.0,5.764705882352943,2,2,50.0,50.0,4,1,4
A Chopra,53,70,0,0,7,0,8.833333333333334,11.666666666666666,75.71428571428571,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,66.66666666666666,33.33333333333333,5,1,6
T Taibu,31,26,0,0,3,0,10.333333333333334,8.666666666666666,119.23076923076923,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,100.0,0.0,3,1,3
J Arunkumar,23,22,0,0,5,0,7.666666666666667,7.333333333333333,104.54545454545455,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0.0,100.0,3,1,3
SP Goswami,293,293,1,0,32,3,13.952380952380953,13.952380952380953,100.0,0.047619047619047616,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,14,33.33333333333333,66.66666666666666,9,1,21
DR Smith,2385,1715,16,0,245,117,27.102272727272727,19.488636363636363,139.067055393586,0.18181818181818182,0.0,90.5,825,27,5,9.116022099447475,1.9673913043478344,17.934782608695652,0.5869565217391305,0.10869565217391304,0.19817439346624946,48,43,52.74725274725275,47.25274725274725,11,1,91
SR Tendulkar,2334,1900,7,0,296,29,29.923076923076923,24.358974358974358,122.84210526315789,0.08974358974358974,0.0,6.0,59,0,0,9.83333333333333,1.5000000000000004,14.75,0.0,0.0,2.4583333333333326,48,30,61.53846153846154,38.46153846153847,10,1,78
U Kaul,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,100.0,1,1,1
AD Mascarenhas,79,77,0,0,5,1,7.181818181818182,7.0,102.59740259740259,0.0,0.0,51.3,365,19,6,7.110389610389636,3.9487179487179342,28.076923076923077,1.4615384615384615,0.46153846153846156,0.5469530469530489,4,9,30.76923076923077,69.23076923076923,8,1,13
TM Dilshan,1153,977,3,0,140,24,23.06,19.54,118.014329580348,0.06,0.0,45.2,368,5,3,8.147601476014778,1.8066666666666626,14.72,0.2,0.12,0.3259040590405911,32,18,64.0,36.0,11,1,50
A Mishra,381,410,0,0,31,5,6.927272727272728,7.454545454545454,92.92682926829269,0.0,0.0,565.3,4193,183,65,7.416863207547024,3.489711934156447,25.882716049382715,1.1296296296296295,0.4012345679012346,0.04578310621942608,77,85,47.53086419753087,52.46913580246913,16,1,162
NK Patel,121,117,1,0,14,1,20.166666666666668,19.5,103.41880341880344,0.16666666666666666,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,50.0,50.0,6,1,6
LA Pomersbach,302,236,0,0,25,13,18.875,14.75,127.96610169491525,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9,7,56.25,43.75,8,1,16
Iqbal Abdulla,88,79,0,0,9,1,6.769230769230769,6.076923076923077,111.39240506329114,0.0,0.0,153.3,1125,45,11,7.33695652173913,3.1944444444444446,23.4375,0.9375,0.22916666666666666,0.15285326086956522,26,22,54.166666666666664,45.83333333333333,13,1,48
Shoaib Akhtar,2,7,0,0,0,0,2.0,7.0,28.57142857142857,0.0,0.0,7.0,54,5,1,7.71428571428571,2.3333333333333344,18.0,1.6666666666666667,0.3333333333333333,2.57142857142857,2,1,66.66666666666666,33.33333333333333,3,1,3
Younis Khan,3,7,0,0,0,0,3.0,7.0,42.857142857142854,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,100.0,1,1,1
RR Powar,67,63,0,0,6,1,7.444444444444445,7.0,106.34920634920636,0.0,0.0,71.2,538,15,12,7.559718969555052,2.737179487179481,20.692307692307693,0.5769230769230769,0.46153846153846156,0.29075842190596357,14,12,53.84615384615385,46.15384615384615,7,1,26
PM Sarvesh Kumar,1,2,0,0,0,0,1.0,2.0,50.0,0.0,0.0,5.0,42,1,1,8.4,2.5,21.0,0.5,0.5,4.2,0,2,0.0,100.0,2,1,2
Abdur Razzak,0,2,0,0,0,0,0.0,2.0,0.0,0.0,0.0,2.2,29,0,0,13.384615384615385,2.1666666666666665,29.0,0.0,0.0,13.384615384615385,0,1,0.0,100.0,1,1,1
H Das,2,5,0,0,0,0,2.0,5.0,40.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,100.0,1,1,1
A Nel,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,31,1,1,10.333333333333336,2.999999999999999,31.0,1.0,1.0,10.333333333333336,0,1,0.0,100.0,1,0,1
A Mukund,19,22,0,0,1,0,9.5,11.0,86.36363636363636,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,100.0,1,1,2
BAW Mendis,3,6,0,0,0,0,1.0,2.0,50.0,0.0,0.0,40.8,306,9,4,7.493877551020415,4.0833333333333295,30.6,0.9,0.4,0.7493877551020416,3,7,30.0,70.0,6,1,10
T Thushara,12,18,0,0,0,0,3.0,4.5,66.66666666666666,0.0,0.0,22.8,164,10,1,7.18248175182481,3.8055555555555594,27.333333333333332,1.6666666666666667,0.16666666666666666,1.1970802919708017,3,3,50.0,50.0,5,1,6
A Flintoff,62,50,0,0,5,2,20.666666666666668,16.666666666666668,124.0,0.0,0.0,11.0,106,2,1,9.63636363636364,3.6666666666666647,35.333333333333336,0.6666666666666666,0.3333333333333333,3.2121212121212133,1,2,33.33333333333333,66.66666666666666,3,1,3
JP Duminy,2029,1600,6,0,126,79,27.053333333333335,21.333333333333332,126.8125,0.08,0.0,113.0,847,23,13,7.49557522123887,2.306122448979613,17.285714285714285,0.46938775510204084,0.2653061224489796,0.15297092288242592,34,45,43.037974683544306,56.9620253164557,12,1,79
SL Malinga,88,96,0,0,6,5,4.4,4.8,91.66666666666666,0.0,0.0,474.3,3486,188,52,7.349262122276586,3.8879781420766584,28.57377049180328,1.540983606557377,0.4262295081967213,0.06023985346128349,73,49,59.83606557377049,40.16393442622951,13,1,122
JD Ryder,604,447,3,0,69,19,20.82758620689655,15.413793103448276,135.12304250559285,0.10344827586206896,0.0,39.3,314,11,5,7.983050847457631,2.458333333333332,19.625,0.6875,0.3125,0.4989406779661019,10,19,34.48275862068966,65.51724137931035,9,1,29
KP Pietersen,1001,725,1,0,91,40,27.805555555555557,20.13888888888889,138.06896551724137,0.027777777777777776,0.0,29.0,218,9,2,7.517241379310327,2.230769230769236,16.76923076923077,0.6923076923076923,0.15384615384615385,0.5782493368700252,15,21,41.66666666666667,58.333333333333336,11,1,36
Kamran Khan,3,5,0,0,0,0,3.0,5.0,60.0,0.0,0.0,27.8,248,14,4,8.910179640718544,3.092592592592599,27.555555555555557,1.5555555555555556,0.4444444444444444,0.9900199600798383,1,8,11.11111111111111,88.88888888888889,6,1,9
T Henderson,11,16,0,0,0,1,5.5,8.0,68.75,0.0,0.0,6.0,41,1,0,6.833333333333331,3.000000000000001,20.5,0.5,0.0,3.4166666666666656,0,2,0.0,100.0,2,1,2
RS Bopara,531,446,3,0,39,16,24.136363636363637,20.272727272727273,119.05829596412556,0.13636363636363635,0.0,34.3,301,13,1,8.766990291262122,2.452380952380956,21.5,0.9285714285714286,0.07142857142857142,0.6262135922330087,11,13,45.83333333333333,54.166666666666664,8,1,24
DP Nannes,4,13,0,0,0,0,2.0,6.5,30.76923076923077,0.0,0.0,108.3,815,38,10,7.523076923076861,3.7356321839080766,28.103448275862068,1.3103448275862069,0.3448275862068966,0.25941644562334004,18,11,62.06896551724138,37.93103448275862,9,1,29
AM Salvi,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,25.0,205,7,4,8.199999999999987,3.571428571428577,29.285714285714285,1.0,0.5714285714285714,1.1714285714285695,4,3,57.14285714285714,42.857142857142854,6,0,7
YA Abdulla,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,35.0,311,15,5,8.885714285714275,3.1818181818181857,28.272727272727273,1.3636363636363635,0.45454545454545453,0.8077922077922068,6,5,54.54545454545454,45.45454545454545,6,1,11
VS Malik,7,6,0,0,1,0,3.5,3.0,116.66666666666667,0.0,0.0,34.5,268,6,2,7.768115942028975,2.6538461538461577,20.615384615384617,0.46153846153846156,0.15384615384615385,0.597547380156075,7,6,53.84615384615385,46.15384615384615,8,1,13
FH Edwards,4,5,0,0,0,0,2.0,2.5,80.0,0.0,0.0,23.5,160,6,3,6.808510638297864,3.9166666666666714,26.666666666666668,1.0,0.5,1.1347517730496441,4,2,66.66666666666666,33.33333333333333,6,1,6
CH Gayle,4997,3271,23,2,408,359,35.43971631205674,23.19858156028369,152.7667380006114,0.16312056737588654,0.014184397163120567,92.8,755,19,11,8.132854578096909,2.4429824561403626,19.86842105263158,0.5,0.2894736842105263,0.2140224888972871,63,78,44.680851063829785,55.319148936170215,13,1,141
Harmeet Singh,18,12,0,0,3,0,4.5,3.0,150.0,0.0,0.0,92.2,747,31,8,8.104882459312801,3.291666666666682,26.678571428571427,1.1071428571428572,0.2857142857142857,0.2894600878326,15,13,53.57142857142857,46.42857142857143,8,1,28
MC Henriques,1000,775,2,0,87,28,18.51851851851852,14.351851851851851,129.03225806451613,0.037037037037037035,0.0,158.5,1302,46,14,8.214511041009478,2.6416666666666617,21.7,0.7666666666666667,0.23333333333333334,0.13690851735015797,35,27,56.451612903225815,43.54838709677419,13,1,62
R Bishnoi,19,17,0,0,1,2,6.333333333333333,5.666666666666667,111.76470588235294,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,33.33333333333333,66.66666666666666,3,1,3
KV Sharma,351,282,0,0,20,17,9.0,7.230769230769231,124.46808510638299,0.0,0.0,249.2,2130,82,27,8.548494983277779,3.0386178861787956,25.975609756097562,1.0,0.32926829268292684,0.10424993882046071,41,42,49.39759036144578,50.602409638554214,15,1,83
PC Valthaty,505,412,2,0,61,20,21.956521739130434,17.91304347826087,122.57281553398059,0.08695652173913043,0.0,25.2,207,7,2,8.225165562913894,2.5166666666666706,20.7,0.7,0.2,0.8225165562913894,9,14,39.130434782608695,60.86956521739131,10,1,23
Anureet Singh,36,43,0,0,2,1,4.5,5.375,83.72093023255815,0.0,0.0,69.8,636,21,9,9.10739856801912,3.174242424242415,28.90909090909091,0.9545454545454546,0.4090909090909091,0.41397266218268725,4,18,18.181818181818183,81.81818181818183,8,1,22
RJ Quiney,103,97,1,0,12,3,14.714285714285714,13.857142857142858,106.18556701030928,0.14285714285714285,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,28.57142857142857,71.42857142857143,5,1,7
AS Raut,194,167,0,0,13,7,12.125,10.4375,116.1676646706587,0.0,0.0,5.0,45,0,0,9.0,1.0,9.0,0.0,0.0,1.8,4,13,23.52941176470588,76.47058823529412,7,1,17
Yashpal Singh,47,66,0,0,5,0,11.75,16.5,71.21212121212122,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,25.0,75.0,3,1,4
RR Bose,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,24,0,0,12.0,2.0,24.0,0.0,0.0,12.0,1,0,100.0,0.0,1,0,1
KP Appanna,2,3,0,0,0,0,0.6666666666666666,1.0,66.66666666666666,0.0,0.0,36.0,291,11,2,8.083333333333327,2.7692307692307714,22.384615384615383,0.8461538461538461,0.15384615384615385,0.6217948717948713,6,7,46.15384615384615,53.84615384615385,7,1,13
M Manhas,514,463,0,0,43,10,13.526315789473685,12.18421052631579,111.01511879049677,0.0,0.0,7.0,42,0,2,5.999999999999997,2.3333333333333344,14.0,0.0,0.6666666666666666,1.9999999999999991,11,27,28.947368421052634,71.05263157894737,10,1,38
Shoaib Ahmed,1,6,0,0,0,0,0.3333333333333333,2.0,16.666666666666664,0.0,0.0,17.0,154,5,2,9.058823529411773,2.428571428571426,22.0,0.7142857142857143,0.2857142857142857,1.2941176470588247,2,5,28.57142857142857,71.42857142857143,5,1,7
AA Bilakhia,69,82,0,0,5,0,9.857142857142858,11.714285714285714,84.14634146341463,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,42.857142857142854,57.14285714285714,4,1,7
AN Ghosh,7,8,0,0,1,0,3.5,4.0,87.5,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0.0,100.0,2,1,2
RE van der Merwe,159,139,0,0,11,8,10.6,9.266666666666667,114.38848920863309,0.0,0.0,73.8,515,25,6,6.975169300225742,3.5158730158730114,24.523809523809526,1.1904761904761905,0.2857142857142857,0.3321509190583687,11,10,52.38095238095239,47.61904761904761,8,1,21
MN van Wyk,167,128,1,0,19,1,33.4,25.6,130.46875,0.2,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0.0,100.0,4,1,5
TL Suman,676,564,1,0,55,26,17.333333333333332,14.461538461538462,119.8581560283688,0.02564102564102564,0.0,25.3,198,7,0,7.815789473684197,2.3030303030303068,18.0,0.6363636363636364,0.0,0.7105263157894725,19,21,47.5,52.5,10,1,40
S Tyagi,3,4,0,0,0,0,3.0,4.0,75.0,0.0,0.0,35.3,304,6,2,8.603773584905651,2.5238095238095264,21.714285714285715,0.42857142857142855,0.14285714285714285,0.6145552560646894,9,5,64.28571428571429,35.714285714285715,7,1,14
GR Napier,15,16,0,0,1,0,15.0,16.0,93.75,0.0,0.0,4.0,28,1,0,7.0000000000000036,3.9999999999999982,28.0,1.0,0.0,7.0000000000000036,1,0,100.0,0.0,1,1,1
SM Harwood,9,11,0,0,0,0,4.5,5.5,81.81818181818183,0.0,0.0,10.0,74,3,1,7.400000000000001,3.3333333333333326,24.666666666666668,1.0,0.3333333333333333,2.4666666666666672,2,1,66.66666666666666,33.33333333333333,3,1,3
LA Carseldine,81,67,0,0,11,0,16.2,13.4,120.89552238805969,0.0,0.0,1.0,6,1,0,6.000000000000001,0.9999999999999999,6.0,1.0,0.0,6.000000000000001,3,2,60.0,40.0,4,1,5
NV Ojha,1554,1295,2,0,121,79,16.53191489361702,13.77659574468085,120.0,0.02127659574468085,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,42,52,44.680851063829785,55.319148936170215,14,1,94
M Vijay,2619,2116,9,2,247,91,24.942857142857143,20.152380952380952,123.77126654064273,0.08571428571428572,0.01904761904761905,6.0,49,0,0,8.166666666666664,1.5000000000000004,12.25,0.0,0.0,2.041666666666666,49,56,46.666666666666664,53.333333333333336,14,1,105
SB Jakati,28,29,0,0,3,0,5.6,5.8,96.55172413793103,0.0,0.0,181.2,1474,50,26,8.136154553817917,3.1783625730993874,25.859649122807017,0.8771929824561403,0.45614035087719296,0.14273955357575294,39,18,68.42105263157895,31.57894736842105,12,1,57
DA Warner,6567,4615,45,1,663,236,35.69021739130435,25.081521739130434,142.29685807150597,0.24456521739130435,0.005434782608695652,0.2,2,0,0,12.0,0.16666666666666666,2.0,0.0,0.0,12.0,81,103,44.02173913043478,55.97826086956522,19,1,184
D du Preez,10,13,0,0,0,0,10.0,13.0,76.92307692307693,0.0,0.0,7.2,56,4,0,7.813953488372089,3.5833333333333353,28.0,2.0,0.0,3.9069767441860446,1,1,50.0,50.0,2,1,2
RJ Harris,117,111,0,0,6,3,5.571428571428571,5.285714285714286,105.40540540540539,0.0,0.0,138.8,1085,47,20,7.815126050420121,3.752252252252275,29.324324324324323,1.2702702702702702,0.5405405405405406,0.2112196229843276,19,18,51.35135135135135,48.64864864864865,10,1,37
A Singh,2,10,0,0,0,0,0.4,2.0,20.0,0.0,0.0,79.0,639,31,12,8.088607594936702,3.4347826086956545,27.782608695652176,1.3478260869565217,0.5217391304347826,0.35167859108420446,12,11,52.17391304347826,47.82608695652174,9,1,23
M Morkel,126,90,0,0,11,5,6.3,4.5,140.0,0.0,0.0,273.7,2136,88,33,7.805115712545786,3.909523809523755,30.514285714285716,1.2571428571428571,0.4714285714285714,0.11150165303636837,35,35,50.0,50.0,13,1,70
A Mithun,34,24,0,0,4,1,5.666666666666667,4.0,141.66666666666669,0.0,0.0,49.5,477,8,4,9.636363636363669,3.09374999999999,29.8125,0.5,0.25,0.6022727272727293,9,7,56.25,43.75,8,1,16
C Nanda,0,1,0,0,0,0,0.0,1.0,0.0,0.0,0.0,8.0,58,2,0,7.249999999999996,2.6666666666666683,19.333333333333332,0.6666666666666666,0.0,2.416666666666665,1,2,33.33333333333333,66.66666666666666,3,1,3
SS Sarkar,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.2,34,1,0,8.160000000000004,2.0833333333333326,17.0,0.5,0.0,4.080000000000002,1,1,50.0,50.0,2,0,2
AD Mathews,724,568,0,0,44,29,17.658536585365855,13.853658536585366,127.46478873239437,0.0,0.0,132.0,1095,28,7,8.295454545454469,3.000000000000028,24.886363636363637,0.6363636363636364,0.1590909090909091,0.18853305785123792,15,31,32.608695652173914,67.3913043478261,9,1,46
J Botha,409,352,0,0,39,5,14.607142857142858,12.571428571428571,116.19318181818181,0.0,0.0,115.7,818,27,11,7.072046109510019,3.401960784313758,24.058823529411764,0.7941176470588235,0.3235294117647059,0.2080013561620594,17,17,50.0,50.0,11,1,34
Mashrafe Mortaza,2,2,0,0,0,0,2.0,2.0,100.0,0.0,0.0,4.3,59,1,0,13.615384615384619,4.333333333333332,59.0,1.0,0.0,13.615384615384619,0,1,0.0,100.0,1,1,1
GJ Bailey,663,533,1,0,59,19,18.416666666666668,14.805555555555555,124.39024390243902,0.027777777777777776,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,16,20,44.44444444444444,55.55555555555556,8,1,36
AB McDonald,123,96,0,0,9,4,13.666666666666666,10.666666666666666,128.125,0.0,0.0,31.0,263,14,3,8.483870967741913,3.100000000000008,26.3,1.4,0.3,0.8483870967741913,5,5,50.0,50.0,7,1,10
Y Nagar,285,249,0,0,20,9,14.25,12.45,114.45783132530121,0.0,0.0,11.7,125,4,1,10.71428571428572,1.4583333333333324,15.625,0.5,0.125,1.339285714285715,7,13,35.0,65.0,9,1,20
CK Langeveldt,8,9,0,0,0,1,4.0,4.5,88.88888888888889,0.0,0.0,26.2,199,13,4,7.60509554140126,3.738095238095245,28.428571428571427,1.8571428571428572,0.5714285714285714,1.08644222020018,5,2,71.42857142857143,28.57142857142857,6,1,7
SS Shaikh,6,7,0,0,1,0,6.0,7.0,85.71428571428571,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,100.0,0.0,1,1,1
R Ashwin,800,661,1,0,61,28,8.98876404494382,7.426966292134831,121.02874432677761,0.011235955056179775,0.0,754.7,5435,198,62,7.201855123675217,3.6282051282049745,26.129807692307693,0.9519230769230769,0.2980769230769231,0.03462430347920777,113,95,54.32692307692307,45.67307692307692,17,1,208
Mohammad Ashraful,2,9,0,0,0,0,2.0,9.0,22.22222222222222,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,100.0,1,1,1
RA Shaikh,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,11,0,0,11.000000000000002,0.9999999999999999,11.0,0.0,0.0,11.000000000000002,0,1,0.0,100.0,1,0,1
Jaskaran Singh,8,11,0,0,0,0,2.0,2.75,72.72727272727273,0.0,0.0,17.7,174,6,1,9.849056603773592,2.523809523809522,24.857142857142858,0.8571428571428571,0.14285714285714285,1.4070080862533703,2,5,28.57142857142857,71.42857142857143,5,1,7
CA Pujara,390,382,1,0,50,4,17.727272727272727,17.363636363636363,102.09424083769633,0.045454545454545456,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,10,54.54545454545454,45.45454545454545,9,1,22
OA Shah,506,377,3,0,34,23,23.0,17.136363636363637,134.21750663129976,0.13636363636363635,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,14,36.36363636363637,63.63636363636363,9,1,22
Anirudh Singh,63,66,0,0,6,1,15.75,16.5,95.45454545454545,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,25.0,75.0,4,1,4
SW Tait,23,26,0,0,1,1,4.6,5.2,88.46153846153845,0.0,0.0,80.3,668,26,10,8.315352697095426,3.82539682539683,31.80952380952381,1.2380952380952381,0.47619047619047616,0.39596917605216314,10,11,47.61904761904761,52.38095238095239,9,1,21
A Uniyal,4,7,0,0,0,0,2.0,3.5,57.14285714285714,0.0,0.0,6.0,67,3,1,11.166666666666663,3.000000000000001,33.5,1.5,0.5,5.583333333333331,0,2,0.0,100.0,2,1,2
AP Tare,339,268,1,0,40,11,12.555555555555555,9.925925925925926,126.49253731343283,0.037037037037037035,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,16,40.74074074074074,59.25925925925925,10,1,27
