fullName,runs,ballsFaced,fours,sixes,match_id_x,Avg.Run,Avg.BF,Avg.SR,overs,conceded,wickets,maidens,match_id_y,Avg.over,Avg.Run.Given,Avg.Wic,Avg.Mdn,Avg.ECN
Kieron Pollard,3412,2316,218,223,171,19.95321637,13.54385965,147.3229706,246.4,2180,69,0,107,2.302803738,20.37383178,0.644859813,0,8.847402597
Krishnakant  Upadhyay,12,9,0,1,2,6,4.5,133.3333333,9,81,0,0,3,3,27,0,0,9
Krishnappa Gowtham,247,148,15,17,27,9.148148148,5.481481481,166.8918919,96,779,21,1,34,2.823529412,22.91176471,0.617647059,0.029411765,8.114583333
Krunal Pandya,1514,1135,136,56,99,15.29292929,11.46464646,133.3920705,320.4,2351,70,1,105,3.051428571,22.39047619,0.666666667,0.00952381,7.337702871
Kuldeep Sen,0,3,0,0,1,0,3,0,27.7,265,8,0,9,3.077777778,29.44444444,0.888888889,0,9.566787004
Kuldeep Yadav,136,175,10,2,28,4.857142857,6.25,77.71428571,247.6,2016,71,1,71,3.487323944,28.3943662,1,0.014084507,8.142164782
Kuldip Yadav,0,4,0,0,1,0,4,0,9,84,2,0,3,3,28,0.666666667,0,9.333333333
Kumar Kartikeya,9,12,1,0,2,4.5,6,75,39,329,10,0,12,3.25,27.41666667,0.833333333,0,8.435897436
Kyle Abbott,13,8,0,1,3,4.333333333,2.666666667,162.5,16,177,2,0,5,3.2,35.4,0.4,0,11.0625
Kyle Jamieson,65,55,5,3,7,9.285714286,7.857142857,118.1818182,28,269,9,0,9,3.111111111,29.88888889,1,0,9.607142857
Kyle Mayers,379,263,38,22,13,29.15384615,20.23076923,144.1064639,7,59,0,0,6,1.166666667,9.833333333,0,0,8.428571429
Lakshmipathy Balaji,36,49,2,1,15,2.4,3.266666667,73.46938776,250.9,2028,76,2,73,3.436986301,27.78082192,1.04109589,0.02739726,8.082901554
Lalit Yadav,295,278,26,7,19,15.52631579,14.63157895,106.1151079,45,369,10,0,17,2.647058824,21.70588235,0.588235294,0,8.2
Lasith Malinga,88,99,6,5,25,3.52,3.96,88.88888889,468.3,3366,170,8,122,3.83852459,27.59016393,1.393442623,0.06557377,7.187700192
Laxmi Shukla,405,350,33,15,34,11.91176471,10.29411765,115.7142857,51.8,447,15,0,27,1.918518519,16.55555556,0.555555556,0,8.629343629
Lee Carseldine,81,68,11,0,5,16.2,13.6,119.1176471,1,6,1,0,1,1,6,1,0,6
Lendl Simmons,1079,852,109,44,29,37.20689655,29.37931034,126.6431925,3,34,1,0,1,3,34,1,0,11.33333333
Liam Livingstone,828,500,58,59,32,25.875,15.625,165.6,30.6,309,8,0,18,1.7,17.16666667,0.444444444,0,10.09803922
Liam Plunkett,1,3,0,0,2,0.5,1.5,33.33333333,25,225,4,0,7,3.571428571,32.14285714,0.571428571,0,9
Lockie Ferguson,67,45,6,2,9,7.444444444,5,148.8888889,134.3,1171,37,1,38,3.534210526,30.81578947,0.973684211,0.026315789,8.719285182
Love Ablish,0,2,0,0,1,0,2,0,7,75,3,0,3,2.333333333,25,1,0,10.71428571
Luke Wright,106,60,16,3,6,17.66666667,10,176.6666667,11.5,124,2,0,6,1.916666667,20.66666667,0.333333333,0,10.7826087
Maheesh Theekshana,7,7,0,1,2,3.5,3.5,100,84,653,23,1,22,3.818181818,29.68181818,1.045454545,0.045454545,7.773809524
Mahipal Lomror,402,305,24,21,25,16.08,12.2,131.8032787,14,109,1,0,10,1.4,10.9,0.1,0,7.785714286
Makhaya Ntini,11,18,2,0,2,5.5,9,61.11111111,35,242,7,2,9,3.888888889,26.88888889,0.777777778,0.222222222,6.914285714
Mandeep Singh,1706,1388,176,38,98,17.40816327,14.16326531,122.9106628,2,26,0,0,2,1,13,0,0,13
Manoj Tiwary,1695,1449,156,40,85,19.94117647,17.04705882,116.9772257,7,83,1,0,6,1.166666667,13.83333333,0.166666667,0,11.85714286
Manpreet Gony,99,71,6,8,17,5.823529412,4.176470588,139.4366197,148,1287,37,3,44,3.363636364,29.25,0.840909091,0.068181818,8.695945946
Marchant de Lange,1,2,0,0,1,1,2,50,18,169,5,1,5,3.6,33.8,1,0.2,9.388888889
Marco Jansen,48,53,4,1,11,4.363636364,4.818181818,90.56603774,65,586,19,1,18,3.611111111,32.55555556,1.055555556,0.055555556,9.015384615
Marcus Stoinis,1478,1051,111,75,74,19.97297297,14.2027027,140.6279734,118.7,1148,39,0,55,2.158181818,20.87272727,0.709090909,0,9.671440607
Mark Wood,12,8,1,1,3,4,2.666666667,150,20,179,11,1,5,4,35.8,2.2,0.2,8.95
Marlon Samuels,161,172,9,7,14,11.5,12.28571429,93.60465116,35.4,284,9,0,11,3.218181818,25.81818182,0.818181818,0,8.02259887
Mashrafe Mortaza,2,2,0,0,1,2,2,100,4,58,0,0,1,4,58,0,0,14.5
Matthew Short,117,92,15,4,6,19.5,15.33333333,127.173913,4,25,0,0,3,1.333333333,8.333333333,0,0,6.25
Mayank Markande,48,42,5,1,11,4.363636364,3.818181818,114.2857143,98,810,29,0,30,3.266666667,27,0.966666667,0,8.265306122
Michael Bracewell,58,47,6,1,4,14.5,11.75,123.4042553,11,95,6,0,5,2.2,19,1.2,0,8.636363636
Michael Clarke,98,94,12,0,6,16.33333333,15.66666667,104.2553191,11,67,2,0,5,2.2,13.4,0.4,0,6.090909091
Mitchell Johnson,167,164,10,7,30,5.566666667,5.466666667,101.8292683,204.8,1702,61,2,54,3.792592593,31.51851852,1.12962963,0.037037037,8.310546875
Mitchell Marsh,604,483,39,35,32,18.875,15.09375,125.0517598,84.8,692,36,1,31,2.735483871,22.32258065,1.161290323,0.032258065,8.160377358
Mitchell McClenaghan,85,70,5,7,24,3.541666667,2.916666667,121.4285714,211.8,1803,71,1,56,3.782142857,32.19642857,1.267857143,0.017857143,8.512747875
Mitchell Santner,56,54,3,3,8,7,6.75,103.7037037,52,358,13,0,15,3.466666667,23.86666667,0.866666667,0,6.884615385
Mitchell Starc,96,98,10,0,12,8,8.166666667,97.95918367,96.4,693,34,1,26,3.707692308,26.65384615,1.307692308,0.038461538,7.18879668
Mithun Manhas,514,470,43,10,38,13.52631579,12.36842105,109.3617021,7,42,0,0,3,2.333333333,14,0,0,6
Moeen Ali,1034,723,88,59,52,19.88461538,13.90384615,143.0152144,117.8,822,33,0,48,2.454166667,17.125,0.6875,0,6.977928693
Mohammad Asif,3,6,0,0,2,1.5,3,50,32,296,8,0,8,4,37,1,0,9.25
Mohammad Hafeez,64,83,7,2,8,8,10.375,77.10843373,10,68,2,0,4,2.5,17,0.5,0,6.8
Mohammad Nabi,180,119,16,9,14,12.85714286,8.5,151.2605042,56.7,408,13,0,17,3.335294118,24,0.764705882,0,7.195767196
Mohammed Shami,74,79,6,2,25,2.96,3.16,93.67088608,403.4,3412,127,3,110,3.667272727,31.01818182,1.154545455,0.027272727,8.458106098
Mohammed Siraj,97,111,10,2,22,4.409090909,5.045454545,87.38738739,271.8,2326,78,4,79,3.440506329,29.44303797,0.987341772,0.050632911,8.557763061
Mohit Rathee,1,2,0,0,1,1,2,50,2,29,0,0,1,2,29,0,0,14.5
Mohit Sharma,122,118,8,4,28,4.357142857,4.214285714,103.3898305,334.3,2831,119,0,100,3.343,28.31,1.19,0,8.46844152
Mohsin Khan,23,23,2,1,4,5.75,5.75,100,43,304,17,2,13,3.307692308,23.38461538,1.307692308,0.153846154,7.069767442
Moises Henriques,1000,788,87,28,54,18.51851852,14.59259259,126.9035533,157.8,1289,42,0,60,2.63,21.48333333,0.7,0,8.168567807
Morne Morkel,126,90,11,4,23,5.47826087,3.913043478,140,271.3,2089,77,3,70,3.875714286,29.84285714,1.1,0.042857143,7.69996314
Mujeeb Ur Rahman,12,15,2,0,7,1.714285714,2.142857143,80,72.2,592,19,0,19,3.8,31.15789474,1,0,8.199445983
Mukesh Choudhary,6,6,1,0,2,3,3,100,45.3,424,16,0,13,3.484615385,32.61538462,1.230769231,0,9.3598234
Mukesh Kumar,7,9,0,0,3,2.333333333,3,77.77777778,31,326,7,0,10,3.1,32.6,0.7,0,10.51612903
Munaf Patel,39,41,5,0,15,2.6,2.733333333,95.12195122,225.1,1698,74,5,63,3.573015873,26.95238095,1.174603175,0.079365079,7.543314083
Murali Kartik,113,108,7,1,16,7.0625,6.75,104.6296296,191.4,1388,31,1,55,3.48,25.23636364,0.563636364,0.018181818,7.251828631
Murali Vijay,2619,2149,247,91,106,24.70754717,20.27358491,121.8706375,6,49,0,0,4,1.5,12.25,0,0,8.166666667
Murugan Ashwin,35,50,2,1,13,2.692307692,3.846153846,70,144.6,1162,35,0,44,3.286363636,26.40909091,0.795454545,0,8.035961272
Musavir Khote,24,22,2,1,3,8,7.333333333,109.0909091,5,51,2,0,2,2.5,25.5,1,0,10.2
Mustafizur Rahman,13,23,0,1,9,1.444444444,2.555555556,56.52173913,180.4,1444,47,1,48,3.758333333,30.08333333,0.979166667,0.020833333,8.00443459
Muttiah Muralitharan,20,30,1,0,9,2.222222222,3.333333333,66.66666667,253.6,1696,63,1,66,3.842424242,25.6969697,0.954545455,0.015151515,6.687697161
Nathan Coulter-Nile,82,72,7,4,18,4.555555556,4,113.8888889,142.5,1100,48,1,38,3.75,28.94736842,1.263157895,0.026315789,7.719298246
Nathan Ellis,19,25,0,1,5,3.8,5,76,55,484,17,0,15,3.666666667,32.26666667,1.133333333,0,8.8
Nathan McCullum,26,22,0,1,2,13,11,118.1818182,5,34,0,0,2,2.5,17,0,0,6.8
Nathan Rimmington,1,1,0,0,1,1,1,100,3,19,0,0,1,3,19,0,0,6.333333333
Navdeep Saini,33,37,3,0,7,4.714285714,5.285714286,89.18918919,109.4,974,23,1,32,3.41875,30.4375,0.71875,0.03125,8.903107861
Naveen-ul-Haq,16,21,2,0,3,5.333333333,7,76.19047619,28,219,11,0,7,4,31.28571429,1.571428571,0,7.821428571
Nayan Doshi,0,13,0,0,1,0,13,0,9.2,79,2,0,4,2.3,19.75,0.5,0,8.586956522
Nitish Rana,2594,1918,229,131,99,26.2020202,19.37373737,135.2450469,29.6,252,10,0,24,1.233333333,10.5,0.416666667,0,8.513513514
Noor Ahmad,8,9,1,0,3,2.666666667,3,88.88888889,46.7,369,16,0,13,3.592307692,28.38461538,1.230769231,0,7.901498929
Nuwan Kulasekara,5,3,1,0,1,5,3,166.6666667,17,120,5,0,5,3.4,24,1,0,7.058823529
Nuwan Zoysa,11,9,1,0,2,5.5,4.5,122.2222222,11,99,2,0,3,3.666666667,33,0.666666667,0,9
Obed McCoy,8,5,0,1,1,8,5,160,26.5,250,11,0,8,3.3125,31.25,1.375,0,9.433962264
Odean Smith,51,44,1,5,6,8.5,7.333333333,115.9090909,15,178,6,0,6,2.5,29.66666667,1,0,11.86666667
PM Sarvesh Kumar,1,2,0,0,1,1,2,50,5,42,1,0,2,2.5,21,0.5,0,8.4
Paidikalva Vijaykumar,1,1,0,0,2,0.5,0.5,100,25.2,199,4,0,9,2.8,22.11111111,0.444444444,0,7.896825397
Pankaj Singh,7,12,0,0,5,1.4,2.4,58.33333333,50,468,11,1,17,2.941176471,27.52941176,0.647058824,0.058823529,9.36
Pardeep Sahu,19,13,1,1,2,9.5,6.5,146.1538462,17.3,146,3,0,5,3.46,29.2,0.6,0,8.439306358
Parvez Rasool,17,20,1,0,5,3.4,4,85,33,271,4,0,11,3,24.63636364,0.363636364,0,8.212121212
Parvinder Awana,5,14,0,0,7,0.714285714,2,35.71428571,124.3,1029,39,2,33,3.766666667,31.18181818,1.181818182,0.060606061,8.278358809
Pat Cummins,379,249,24,26,31,12.22580645,8.032258065,152.2088353,158.1,1357,45,1,42,3.764285714,32.30952381,1.071428571,0.023809524,8.583175206
Paul Collingwood,203,156,9,13,7,29,22.28571429,130.1282051,14.5,101,5,0,6,2.416666667,16.83333333,0.833333333,0,6.965517241
Paul Valthaty,505,418,60,20,23,21.95652174,18.17391304,120.8133971,25.1,205,7,0,10,2.51,20.5,0.7,0,8.167330677
Pawan Negi,365,289,27,16,35,10.42857143,8.257142857,126.2975779,119.2,939,34,0,42,2.838095238,22.35714286,0.80952381,0,7.877516779
Piyush Chawla,609,548,55,19,86,7.081395349,6.372093023,111.1313869,604.8,4796,179,2,180,3.36,26.64444444,0.994444444,0.011111111,7.92989418
Pradeep Sangwan,26,44,1,0,15,1.733333333,2.933333333,59.09090909,142.4,1240,38,1,42,3.39047619,29.52380952,0.904761905,0.023809524,8.707865169
Pragyan Ojha,16,45,0,0,23,0.695652174,1.956521739,35.55555556,315.5,2332,89,1,90,3.505555556,25.91111111,0.988888889,0.011111111,7.391442155
Prasanth Parameswaran,1,2,0,0,2,0.5,1,50,25.4,224,9,0,8,3.175,28,1.125,0,8.818897638
Prasidh Krishna,9,24,0,0,10,0.9,2.4,37.5,190.1,1703,49,3,51,3.72745098,33.39215686,0.960784314,0.058823529,8.958442925
Praveen Dubey,23,33,2,0,2,11.5,16.5,69.6969697,11,91,1,0,4,2.75,22.75,0.25,0,8.272727273
Praveen Kumar,340,314,22,17,59,5.762711864,5.322033898,108.2802548,419.2,3251,90,14,119,3.522689076,27.31932773,0.756302521,0.117647059,7.755248092
Pravin Tambe,18,39,1,0,6,3,6.5,46.15384615,110,853,28,0,33,3.333333333,25.84848485,0.848484848,0,7.754545455
Prayas Ray Barman,19,24,2,0,1,19,24,79.16666667,4,56,0,0,1,4,56,0,0,14
Prithvi Raj,0,1,0,0,1,0,1,0,5,57,1,0,2,2.5,28.5,0.5,0,11.4
RP Singh,52,76,2,1,30,1.733333333,2.533333333,68.42105263,294.3,2338,90,2,82,3.58902439,28.51219512,1.097560976,0.024390244,7.94427455
Rahul Chahar,108,109,10,4,22,4.909090909,4.954545455,99.08256881,245.4,1862,65,1,68,3.608823529,27.38235294,0.955882353,0.014705882,7.587612062
Rahul Sharma,66,75,5,3,20,3.3,3.75,88,154.4,1086,40,1,44,3.509090909,24.68181818,0.909090909,0.022727273,7.033678756
Rahul Shukla,19,23,2,0,4,4.75,5.75,82.60869565,20,208,5,0,7,2.857142857,29.71428571,0.714285714,0,10.4
Rahul Tewatia,825,623,60,42,56,14.73214286,11.125,132.423756,140.3,1111,32,0,52,2.698076923,21.36538462,0.615384615,0,7.918745545
Rahul Tripathi,2071,1490,205,78,87,23.8045977,17.12643678,138.9932886,1,12,0,0,1,1,12,0,0,12
Raiphi Gomez,50,51,5,1,9,5.555555556,5.666666667,98.03921569,16,129,5,1,9,1.777777778,14.33333333,0.555555556,0.111111111,8.0625
Rajagopal Sathish,270,231,22,6,25,10.8,9.24,116.8831169,23.1,232,3,0,14,1.65,16.57142857,0.214285714,0,10.04329004
Rajat Bhatia,342,284,24,13,49,6.979591837,5.795918367,120.4225352,272,2020,71,1,91,2.989010989,22.1978022,0.78021978,0.010989011,7.426470588
Raju Bhatkal,0,2,0,0,1,0,2,0,2,35,0,0,1,2,35,0,0,17.5
Ramandeep Singh,45,40,3,1,4,11.25,10,112.5,6,54,6,0,3,2,18,2,0,9
Ramesh Powar,67,64,6,1,10,6.7,6.4,104.6875,71,527,13,0,26,2.730769231,20.26923077,0.5,0,7.422535211
Rashid Khan,443,266,28,35,52,8.519230769,5.115384615,166.5413534,432.5,2885,139,4,109,3.967889908,26.46788991,1.275229358,0.036697248,6.670520231
Rasikh Salam,12,10,1,0,2,6,5,120,8,70,0,0,3,2.666666667,23.33333333,0,0,8.75
Ravi Bishnoi,28,44,2,0,12,2.333333333,3.666666667,63.63636364,191.3,1453,53,1,51,3.750980392,28.49019608,1.039215686,0.019607843,7.595399895
Ravi Bopara,531,453,39,16,22,24.13636364,20.59090909,117.218543,34.2,292,11,0,14,2.442857143,20.85714286,0.785714286,0,8.538011696
Ravi Rampaul,51,50,3,2,7,7.285714286,7.142857143,102,43.4,298,14,4,12,3.616666667,24.83333333,1.166666667,0.333333333,6.866359447
Ravichandran Ashwin,714,601,56,24,85,8.4,7.070588235,118.8019967,697,4902,171,4,194,3.592783505,25.26804124,0.881443299,0.020618557,7.032998565
Ravindra Jadeja,2692,2093,193,99,173,15.56069364,12.0982659,128.6192069,589.1,4495,152,2,197,2.99035533,22.81725888,0.771573604,0.010152284,7.630283483
Riley Meredith,0,3,0,0,3,0,1,0,63.6,612,19,0,18,3.533333333,34,1.055555556,0,9.622641509
Ripal Patel,80,73,6,2,7,11.42857143,10.42857143,109.5890411,3,22,0,0,1,3,22,0,0,7.333333333
Rishi Dhawan,210,187,18,7,24,8.75,7.791666667,112.2994652,107.2,856,25,1,35,3.062857143,24.45714286,0.714285714,0.028571429,7.985074627
Riyan Parag,600,484,44,27,44,13.63636364,11,123.9669421,26.1,280,4,0,19,1.373684211,14.73684211,0.210526316,0,10.72796935
Robin Peterson,32,30,3,1,5,6.4,6,106.6666667,8,70,3,0,4,2,17.5,0.75,0,8.75
Roelof van der Merwe,159,141,11,8,15,10.6,9.4,112.7659574,73.5,498,21,1,21,3.5,23.71428571,1,0.047619048,6.775510204
Rohan Gavaskar,2,8,0,0,1,2,8,25,1,8,0,0,1,1,8,0,0,8
Rohan Raje,20,18,1,1,5,4,3.6,111.1111111,22.7,209,6,0,10,2.27,20.9,0.6,0,9.207048458
Rohit Sharma,6211,4776,554,257,238,26.09663866,20.06722689,130.0460637,56.3,453,15,0,32,1.759375,14.15625,0.46875,0,8.046181172
Romario Shepherd,58,42,2,5,4,14.5,10.5,138.0952381,9,98,3,0,3,3,32.66666667,1,0,10.88888889
Ronit More,2,2,0,0,1,2,2,100,5.5,59,1,0,2,2.75,29.5,0.5,0,10.72727273
Ross Taylor,1017,822,66,46,54,18.83333333,15.22222222,123.7226277,2,24,0,0,2,1,12,0,0,12
Rovman Powell,257,176,11,22,15,17.13333333,11.73333333,146.0227273,3,35,1,0,2,1.5,17.5,0.5,0,11.66666667
Rusty Theron,10,12,1,0,4,2.5,3,83.33333333,36,293,9,0,10,3.6,29.3,0.9,0,8.138888889
Ryan Harris,117,112,6,3,21,5.571428571,5.333333333,104.4642857,138.4,1047,45,3,37,3.740540541,28.2972973,1.216216216,0.081081081,7.565028902
Ryan McLaren,159,171,14,1,13,12.23076923,13.15384615,92.98245614,59,542,12,0,18,3.277777778,30.11111111,0.666666667,0,9.186440678
Ryan Ninan,3,6,0,0,1,3,6,50,6,65,3,0,2,3,32.5,1.5,0,10.83333333
Ryan ten Doeschate,326,235,26,15,22,14.81818182,10.68181818,138.7234043,13,94,2,0,10,1.3,9.4,0.2,0,7.230769231
Sachin Baby,144,118,11,5,11,13.09090909,10.72727273,122.0338983,1.4,8,2,0,2,0.7,4,1,0,5.714285714
Sachin Rana,91,81,9,1,8,11.375,10.125,112.345679,2.4,18,0,0,3,0.8,6,0,0,7.5
Sachin Tendulkar,2334,1948,295,29,78,29.92307692,24.97435897,119.8151951,6,58,0,0,4,1.5,14.5,0,0,9.666666667
Sachithra Senanayake,10,17,0,0,4,2.5,4.25,58.82352941,32,209,9,1,8,4,26.125,1.125,0.125,6.53125
Sam Curran,613,428,50,31,36,17.02777778,11.88888889,143.2242991,155.1,1484,42,0,45,3.446666667,32.97777778,0.933333333,0,9.568020632
Samuel Badree,13,23,0,0,5,2.6,4.6,56.52173913,43,319,11,1,12,3.583333333,26.58333333,0.916666667,0.083333333,7.418604651
Sanath Jayasuriya,768,532,84,39,30,25.6,17.73333333,144.3609023,49,390,13,1,21,2.333333333,18.57142857,0.619047619,0.047619048,7.959183673
Sandeep Lamichhane,0,1,0,0,1,0,1,0,35,292,13,0,9,3.888888889,32.44444444,1.444444444,0,8.342857143
Sandeep Sharma,54,70,4,0,27,2,2.592592593,77.14285714,431.4,3398,124,8,116,3.718965517,29.29310345,1.068965517,0.068965517,7.876680575
Sanjay Bangar,49,58,1,3,8,6.125,7.25,84.48275862,25,219,4,0,9,2.777777778,24.33333333,0.444444444,0,8.76
Sanjay Yadav,0,2,0,0,1,0,2,0,2,23,0,0,1,2,23,0,0,11.5
Sarabjit Ladda,0,9,0,0,2,0,4.5,0,23,224,5,0,9,2.555555556,24.88888889,0.555555556,0,9.739130435
Sarfaraz Khan,585,448,63,14,37,15.81081081,12.10810811,130.5803571,0.2,6,0,0,1,0.2,6,0,0,30
Scott Styris,131,133,10,3,10,13.1,13.3,98.4962406,36,276,8,0,11,3.272727273,25.09090909,0.727272727,0,7.666666667
Sean Abbott,22,18,1,2,3,7.333333333,6,122.2222222,9,104,1,0,3,3,34.66666667,0.333333333,0,11.55555556
Shadab Jakati,28,29,3,0,8,3.5,3.625,96.55172414,180.5,1451,47,1,57,3.166666667,25.45614035,0.824561404,0.01754386,8.038781163
Shahbaz Ahmed,321,274,21,12,25,12.84,10.96,117.1532847,62,567,14,0,27,2.296296296,21,0.518518519,0,9.14516129
Shahbaz Nadeem,39,87,2,0,22,1.772727273,3.954545455,44.82758621,235.1,1784,48,2,70,3.358571429,25.48571429,0.685714286,0.028571429,7.588260315
Shahid Afridi,81,46,7,6,9,9,5.111111111,176.0869565,30,225,9,0,10,3,22.5,0.9,0,7.5
Shakib Al Hasan,793,637,73,21,52,15.25,12.25,124.4897959,246.8,1839,63,1,70,3.525714286,26.27142857,0.9,0.014285714,7.451377634
Shalabh Srivastava,5,5,0,0,4,1.25,1.25,100,47,441,14,0,14,3.357142857,31.5,1,0,9.382978723
Shane Bond,1,2,0,0,1,1,2,50,31,224,9,1,8,3.875,28,1.125,0.125,7.225806452
Shane Harwood,9,14,0,0,2,4.5,7,64.28571429,10,73,3,0,3,3.333333333,24.33333333,1,0,7.3
Shane Warne,198,214,14,6,29,6.827586207,7.379310345,92.52336449,199,1447,57,1,54,3.685185185,26.7962963,1.055555556,0.018518519,7.271356784
Shane Watson,3874,2809,376,190,141,27.4751773,19.92198582,137.9138483,336.9,2682,92,3,105,3.208571429,25.54285714,0.876190476,0.028571429,7.960819234
Shardul Thakur,286,204,25,12,34,8.411764706,6,140.1960784,277.6,2560,89,3,83,3.344578313,30.84337349,1.072289157,0.036144578,9.221902017
Shashank Singh,69,47,5,4,5,13.8,9.4,146.8085106,2,20,0,0,2,1,10,0,0,10
Shaun Pollock,147,111,12,8,8,18.375,13.875,132.4324324,46,301,11,1,13,3.538461538,23.15384615,0.846153846,0.076923077,6.543478261
Shaun Tait,23,26,1,1,5,4.6,5.2,88.46153846,78.1,640,23,1,21,3.719047619,30.47619048,1.095238095,0.047619048,8.194622279
Sheldon Cottrell,0,2,0,0,1,0,2,0,20,176,6,1,6,3.333333333,29.33333333,1,0.166666667,8.8
Sherfane Rutherford,106,104,3,8,9,11.77777778,11.55555556,101.9230769,6.5,59,1,0,6,1.083333333,9.833333333,0.166666667,0,9.076923077
Shikhar Dhawan,6617,5203,750,148,216,30.63425926,24.08796296,127.1766289,8,66,4,0,6,1.333333333,11,0.666666667,0,8.25
Shivam Dube,1106,780,58,73,47,23.53191489,16.59574468,141.7948718,17.4,166,4,0,13,1.338461538,12.76923077,0.307692308,0,9.540229885
Shivam Mavi,51,56,4,2,12,4.25,4.666666667,91.07142857,108.1,942,30,2,32,3.378125,29.4375,0.9375,0.0625,8.714153562
Shivam Sharma,5,3,1,0,2,2.5,1.5,166.6666667,19,165,4,0,5,3.8,33,0.8,0,8.684210526
Shivil Kaushik,0,1,0,0,2,0,0.5,0,34,297,6,0,10,3.4,29.7,0.6,0,8.735294118
Shoaib Ahmed,1,6,0,0,3,0.333333333,2,16.66666667,17,152,5,0,7,2.428571429,21.71428571,0.714285714,0,8.941176471
Shoaib Akhtar,2,7,0,0,1,2,7,28.57142857,7,54,5,0,3,2.333333333,18,1.666666667,0,7.714285714
Shoaib Malik,52,47,5,0,5,10.4,9.4,110.6382979,8.3,85,2,0,5,1.66,17,0.4,0,10.24096386
Shreyas Gopal,180,169,19,2,22,8.181818182,7.681818182,106.5088757,158.1,1282,49,1,48,3.29375,26.70833333,1.020833333,0.020833333,8.108791904
Shreyas Iyer,2776,2214,237,99,101,27.48514851,21.92079208,125.3839205,1,7,0,0,1,1,7,0,0,7
Shrikant Wagh,2,3,0,0,2,1,1.5,66.66666667,17,137,5,0,8,2.125,17.125,0.625,0,8.058823529
Siddarth Kaul,20,36,1,0,12,1.666666667,3,55.55555556,200.1,1739,58,3,55,3.638181818,31.61818182,1.054545455,0.054545455,8.690654673
Siddharth Chitnis,99,89,10,2,8,12.375,11.125,111.2359551,6,60,2,0,2,3,30,1,0,10
Siddharth Trivedi,42,59,3,1,15,2.8,3.933333333,71.18644068,249.8,1904,65,2,75,3.330666667,25.38666667,0.866666667,0.026666667,7.622097678
Sikandar Raza,139,98,10,6,7,19.85714286,14,141.8367347,12,119,3,0,6,2,19.83333333,0.5,0,9.916666667
Simarjeet Singh,7,8,0,0,3,2.333333333,2.666666667,87.5,18,138,4,0,6,3,23,0.666666667,0,7.666666667
Sohail Tanvir,36,29,3,1,5,7.2,5.8,124.137931,41.1,266,22,0,11,3.736363636,24.18181818,2,0,6.472019465
Sourav Ganguly,1349,1263,137,42,56,24.08928571,22.55357143,106.8091845,46,363,10,0,20,2.3,18.15,0.5,0,7.891304348
Sreenath Aravind,59,57,7,0,12,4.916666667,4.75,103.5087719,126.4,1039,45,0,38,3.326315789,27.34210526,1.184210526,0,8.219936709
Sreesanth,34,55,6,0,14,2.428571429,3.928571429,61.81818182,146,1194,40,4,44,3.318181818,27.13636364,0.909090909,0.090909091,8.178082192
Sridharan Sriram,31,36,3,0,2,15.5,18,86.11111111,3,49,0,0,2,1.5,24.5,0,0,16.33333333
Steven Smith,2485,1940,225,60,93,26.72043011,20.86021505,128.0927835,0.2,5,0,0,1,0.2,5,0,0,25
Stuart Binny,880,683,66,35,68,12.94117647,10.04411765,128.8433382,99,758,22,0,63,1.571428571,12.03174603,0.349206349,0,7.656565657
Sudeep Tyagi,3,4,0,0,3,1,1.333333333,75,34.5,295,6,0,14,2.464285714,21.07142857,0.428571429,0,8.550724638
Sumit Narwal,37,27,6,0,4,9.25,6.75,137.037037,17.4,202,5,0,6,2.9,33.66666667,0.833333333,0,11.6091954
Sunil Joshi,6,14,0,0,2,3,7,42.85714286,9.1,82,1,0,4,2.275,20.5,0.25,0,9.010989011
Sunil Narine,1046,655,114,64,96,10.89583333,6.822916667,159.6946565,623.7,4203,163,3,161,3.873913043,26.10559006,1.01242236,0.01863354,6.738816739
Sunny Gupta,0,1,0,0,1,0,1,0,3,47,0,0,1,3,47,0,0,15.66666667
Suraj Randiv,2,4,0,0,1,2,4,50,29,223,6,0,8,3.625,27.875,0.75,0,7.689655172
Suresh Raina,5528,4043,506,203,200,27.64,20.215,136.7301509,150,1118,25,0,69,2.173913043,16.20289855,0.362318841,0,7.453333333
Suryakumar Yadav,3249,2267,349,112,124,26.2016129,18.28225806,143.3171592,1,8,0,0,1,1,8,0,0,8
Swapnil Singh,14,24,0,0,4,3.5,6,58.33333333,12,108,1,0,7,1.714285714,15.42857143,0.142857143,0,9
T Natarajan,3,5,0,0,4,0.75,1.25,60,170.9,1504,48,1,47,3.636170213,32,1.021276596,0.021276596,8.80046811
TP Sudhindra,0,0,0,0,1,0,0,101.5440946,11.4,136,1,0,3,3.8,45.33333333,0.333333333,0,11.92982456
Tabraiz Shamsi,2,4,0,0,1,2,4,50,20,181,3,0,5,4,36.2,0.6,0,9.05
Thilan Thushara,12,18,0,0,4,3,4.5,66.66666667,22.3,161,8,0,6,3.716666667,26.83333333,1.333333333,0,7.219730942
Thisara Perera,422,307,23,26,30,14.06666667,10.23333333,137.4592834,115.4,1016,31,0,36,3.205555556,28.22222222,0.861111111,0,8.804159445
Tilak Varma,740,512,55,39,25,29.6,20.48,144.53125,3,20,0,0,3,1,6.666666667,0,0,6.666666667
Tillakaratne Dilshan,1153,1007,140,24,50,23.06,20.14,114.4985104,45.1,366,5,0,25,1.804,14.64,0.2,0,8.115299335
