fullName,T50s,T100s,TRuns,TBF,Avg_Run,Avg_SR,Matches,Dismissals,DuckOuts,MostCommonPosition,Fours,Sixes,RF(50s),RF(100s),DuckOutPercentage,StrikeRate
George Bailey,2,0,663.0,544.0,18.416666666666668,110.84611111111111,36,27,1,1,59.0,19.0,0.05555555555555555,0.0,2.7777777777777777,121.875
George Garton,0,0,2.0,4.0,1.0,33.33,2,1,1,1,0.0,0.0,0.0,0.0,50.0,50.0
Glenn Maxwell,18,0,2719.0,1725.0,22.84873949579832,129.30176470588236,119,103,14,1,226.0,158.0,0.15126050420168066,0.0,11.76470588235294,157.6231884057971
Glenn McGrath,0,0,4.0,5.0,2.0,66.665,2,1,1,2,1.0,0.0,0.0,0.0,50.0,80.0
Glenn Phillips,0,0,65.0,55.0,8.125,114.11125,8,7,1,1,3.0,6.0,0.0,0.0,12.5,118.18181818181819
Gnaneswara Rao,0,0,19.0,17.0,19.0,111.76,1,1,0,2,3.0,0.0,0.0,0.0,0.0,111.76470588235294
Graeme Smith,4,0,739.0,668.0,25.482758620689655,82.03448275862068,29,26,3,2,94.0,9.0,0.13793103448275862,0.0,10.344827586206897,110.62874251497006
Graham Napier,0,0,15.0,16.0,15.0,93.75,1,1,0,1,1.0,0.0,0.0,0.0,0.0,93.75
Gurkeerat Singh Mann,2,0,511.0,422.0,15.96875,106.68125,32,24,4,1,55.0,11.0,0.0625,0.0,12.5,121.09004739336493
Halhadar Das,0,0,2.0,5.0,2.0,40.0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,40.0
Hanuma Vihari,0,0,284.0,321.0,12.347826086956522,80.53869565217391,23,20,0,2,23.0,1.0,0.0,0.0,0.0,88.47352024922118
Harbhajan Singh,1,0,833.0,604.0,9.465909090909092,119.95602272727272,88,54,12,2,79.0,42.0,0.011363636363636364,0.0,13.636363636363635,137.91390728476821
Hardik Pandya,10,0,2309.0,1583.0,20.078260869565216,139.62608695652173,115,76,5,1,172.0,125.0,0.08695652173913043,0.0,4.3478260869565215,145.86228679722046
Hardus Viljoen,0,0,3.0,7.0,1.0,33.33,3,2,1,1,0.0,0.0,0.0,0.0,33.33333333333333,42.857142857142854
Harmeet Singh,0,0,18.0,12.0,4.5,102.08250000000001,4,3,1,2,3.0,0.0,0.0,0.0,25.0,150.0
Harpreet Brar,0,0,158.0,136.0,9.294117647058824,120.23764705882353,17,9,1,1,11.0,7.0,0.0,0.0,5.88235294117647,116.1764705882353
Harpreet Singh,0,0,96.0,85.0,16.0,109.88,6,5,0,2,8.0,3.0,0.0,0.0,0.0,112.94117647058823
Harry Brook,0,1,190.0,154.0,17.272727272727273,79.15363636363637,11,9,3,1,23.0,4.0,0.0,0.09090909090909091,27.27272727272727,123.37662337662339
Harry Gurney,0,0,1.0,5.0,1.0,20.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,20.0
Harshal Patel,0,0,236.0,184.0,7.151515151515151,111.24636363636364,33,23,7,2,15.0,14.0,0.0,0.0,21.21212121212121,128.26086956521738
Harshit Rana,0,0,2.0,3.0,0.6666666666666666,66.66666666666667,3,2,2,1,0.0,0.0,0.0,0.0,66.66666666666666,66.66666666666666
Hashim Amla,3,2,577.0,407.0,36.0625,105.454375,16,13,2,1,60.0,21.0,0.1875,0.125,12.5,141.76904176904176
Heinrich Klaasen,2,1,514.0,310.0,30.235294117647058,149.52882352941174,17,14,1,2,37.0,26.0,0.11764705882352941,0.058823529411764705,5.88235294117647,165.8064516129032
Herschelle Gibbs,6,0,886.0,807.0,24.61111111111111,95.48833333333333,36,32,4,1,83.0,31.0,0.16666666666666666,0.0,11.11111111111111,109.78934324659231
Hrithik Shokeen,0,0,66.0,65.0,13.2,96.676,5,3,1,1,9.0,0.0,0.0,0.0,20.0,101.53846153846153
Imran Tahir,0,0,33.0,37.0,4.125,80.385,8,4,1,2,5.0,0.0,0.0,0.0,12.5,89.1891891891892
Iqbal Abdulla,0,0,88.0,84.0,6.769230769230769,83.94461538461539,13,2,2,2,9.0,1.0,0.0,0.0,15.384615384615385,104.76190476190477
Irfan Pathan,1,0,1139.0,946.0,13.890243902439025,121.42560975609756,82,53,3,1,87.0,37.0,0.012195121951219513,0.0,3.6585365853658534,120.40169133192389
Ish Sodhi,0,0,7.0,17.0,3.5,35.6,2,2,0,1,0.0,0.0,0.0,0.0,0.0,41.17647058823529
Ishan Kishan,15,0,2324.0,1731.0,27.341176470588234,115.87529411764706,85,79,6,1,220.0,103.0,0.17647058823529413,0.0,7.0588235294117645,134.2576545349509
Ishan Malhotra,0,0,7.0,4.0,7.0,175.0,1,0,0,1,1.0,0.0,0.0,0.0,0.0,175.0
Ishank Jaggi,0,0,76.0,97.0,10.857142857142858,69.95714285714286,7,5,0,1,6.0,0.0,0.0,0.0,0.0,78.35051546391753
Ishant Sharma,0,0,56.0,62.0,2.9473684210526314,107.71894736842106,19,6,2,2,4.0,2.0,0.0,0.0,10.526315789473683,90.32258064516128
Ishwar Pandey,0,0,0.0,2.0,0.0,0.0,1,1,1,2,0.0,0.0,0.0,0.0,100.0,0.0
Isuru Udana,0,0,15.0,11.0,3.75,108.3325,4,3,1,1,1.0,1.0,0.0,0.0,25.0,136.36363636363635
Jacob Oram,0,0,106.0,108.0,9.636363636363637,94.2781818181818,11,8,1,1,6.0,5.0,0.0,0.0,9.090909090909092,98.14814814814815
Jacques Kallis,17,0,2427.0,2222.0,25.54736842105263,91.80642105263159,95,84,8,2,255.0,44.0,0.17894736842105263,0.0,8.421052631578947,109.22592259225922
Jagadeesh Arunkumar,0,0,23.0,23.0,7.666666666666667,54.24666666666667,3,3,1,2,5.0,0.0,0.0,0.0,33.33333333333333,100.0
Jagadeesha Suchith,0,0,70.0,61.0,7.777777777777778,93.75555555555555,9,4,2,2,6.0,3.0,0.0,0.0,22.22222222222222,114.75409836065573
Jamaluddin Syed Mohammad,0,0,29.0,26.0,5.8,152.362,5,2,0,2,4.0,0.0,0.0,0.0,0.0,111.53846153846155
James Faulkner,0,0,527.0,389.0,11.71111111111111,132.62488888888888,45,25,0,2,36.0,23.0,0.0,0.0,0.0,135.47557840616966
James Franklin,1,0,327.0,301.0,20.4375,103.64375,16,11,0,2,25.0,8.0,0.0625,0.0,0.0,108.63787375415282
James Hopes,4,0,417.0,306.0,21.94736842105263,131.4884210526316,19,16,1,2,49.0,11.0,0.21052631578947367,0.0,5.263157894736842,136.27450980392157
James Neesham,0,0,92.0,93.0,9.2,80.103,10,9,2,2,6.0,2.0,0.0,0.0,20.0,98.9247311827957
James Pattinson,0,0,15.0,13.0,7.5,108.75,2,1,0,1,2.0,0.0,0.0,0.0,0.0,115.38461538461537
Jaskaran Singh,0,0,8.0,11.0,2.0,62.5,4,1,1,2,0.0,0.0,0.0,0.0,25.0,72.72727272727273
Jason Behrendorff,0,0,6.0,9.0,3.0,67.5,2,0,0,2,0.0,0.0,0.0,0.0,0.0,66.66666666666666
Jason Holder,0,0,259.0,211.0,9.592592592592593,108.59703703703703,27,21,3,2,13.0,18.0,0.0,0.0,11.11111111111111,122.74881516587676
Jason Roy,4,0,614.0,443.0,29.238095238095237,124.36952380952383,21,19,0,1,75.0,21.0,0.19047619047619047,0.0,0.0,138.6004514672686
Jasprit Bumrah,0,0,56.0,66.0,2.5454545454545454,64.18636363636364,22,6,9,1,4.0,1.0,0.0,0.0,40.909090909090914,84.84848484848484
Javon Searles,0,0,8.0,6.0,4.0,320.0,2,1,0,1,0.0,1.0,0.0,0.0,0.0,133.33333333333331
Jayant Yadav,0,0,40.0,36.0,10.0,121.0725,4,4,0,1,2.0,1.0,0.0,0.0,0.0,111.11111111111111
Jaydev Unadkat,0,0,173.0,140.0,7.863636363636363,98.86227272727272,22,13,3,2,14.0,6.0,0.0,0.0,13.636363636363635,123.57142857142858
Jean-Paul Duminy,14,0,2029.0,1636.0,27.053333333333335,118.87493333333335,75,51,1,1,126.0,79.0,0.18666666666666668,0.0,1.3333333333333335,124.02200488997555
Jeevan Mendis,0,0,23.0,27.0,7.666666666666667,64.26666666666667,3,3,1,2,0.0,0.0,0.0,0.0,33.33333333333333,85.18518518518519
Jerome Taylor,0,0,3.0,3.0,1.5,125.0,2,1,0,1,0.0,0.0,0.0,0.0,0.0,100.0
Jesse Ryder,4,0,604.0,458.0,20.82758620689655,102.39793103448275,29,28,4,2,69.0,19.0,0.13793103448275862,0.0,13.793103448275861,131.87772925764193
Jhye Richardson,0,0,15.0,24.0,7.5,34.09,2,2,1,1,2.0,0.0,0.0,0.0,50.0,62.5
Jitesh Sharma,0,0,543.0,341.0,22.625,156.15208333333334,24,21,1,1,44.0,33.0,0.0,0.0,4.166666666666666,159.23753665689148
Joe Denly,0,0,0.0,1.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,100.0,0.0
Joe Root,0,0,10.0,15.0,10.0,66.66,1,1,0,2,1.0,0.0,0.0,0.0,0.0,66.66666666666666
Jofra Archer,0,0,199.0,128.0,8.652173913043478,127.37478260869565,23,13,3,2,11.0,14.0,0.0,0.0,13.043478260869565,155.46875
Joginder Sharma,0,0,36.0,30.0,7.2,79.998,5,4,2,2,1.0,2.0,0.0,0.0,40.0,120.0
Johan Botha,1,0,409.0,359.0,14.607142857142858,115.87892857142857,28,20,0,1,39.0,5.0,0.03571428571428571,0.0,0.0,113.9275766016713
Johan van der Wath,0,0,18.0,16.0,6.0,73.33333333333333,3,2,1,2,1.0,1.0,0.0,0.0,33.33333333333333,112.5
Jonny Bairstow,9,1,1291.0,905.0,33.1025641025641,127.37102564102565,39,36,2,2,133.0,55.0,0.23076923076923078,0.02564102564102564,5.128205128205128,142.65193370165744
Jos Buttler,19,5,3223.0,2173.0,33.92631578947368,129.31631578947366,95,85,6,2,319.0,149.0,0.2,0.05263157894736842,6.315789473684211,148.32029452369994
Josh Hazlewood,0,0,19.0,28.0,3.1666666666666665,67.045,6,0,1,1,1.0,0.0,0.0,0.0,16.666666666666664,67.85714285714286
Josh Philippe,0,0,78.0,77.0,15.6,72.26,5,4,1,1,9.0,1.0,0.0,0.0,20.0,101.29870129870129
Justin Kemp,0,0,26.0,24.0,13.0,93.75,2,2,0,2,1.0,1.0,0.0,0.0,0.0,108.33333333333333
KC Cariappa,0,0,24.0,21.0,4.8,110.66599999999998,5,3,0,2,0.0,2.0,0.0,0.0,0.0,114.28571428571428
KL Rahul,33,4,4163.0,3097.0,38.5462962962963,120.56203703703704,108,88,5,1,355.0,168.0,0.3055555555555556,0.037037037037037035,4.62962962962963,134.42040684533418
KM Asif,0,0,0.0,2.0,0.0,0.0,1,1,1,2,0.0,0.0,0.0,0.0,100.0,0.0
KP Appanna,0,0,2.0,4.0,0.6666666666666666,50.0,3,1,1,2,0.0,0.0,0.0,0.0,33.33333333333333,50.0
Kagiso Rabada,0,0,186.0,179.0,7.44,99.8044,25,15,6,2,16.0,6.0,0.0,0.0,24.0,103.91061452513965
Kamlesh Nagarkoti,0,0,22.0,33.0,3.142857142857143,66.1842857142857,7,4,2,1,1.0,0.0,0.0,0.0,28.57142857142857,66.66666666666666
Kamran Akmal,1,0,128.0,78.0,21.333333333333332,161.80333333333334,6,5,0,2,13.0,8.0,0.16666666666666666,0.0,0.0,164.1025641025641
Kamran Khan,0,0,3.0,5.0,3.0,60.0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,60.0
Kane Richardson,0,0,36.0,39.0,9.0,82.5,4,3,0,1,2.0,1.0,0.0,0.0,0.0,92.3076923076923
Kane Williamson,18,0,2101.0,1667.0,28.39189189189189,114.43716216216217,74,57,1,2,181.0,64.0,0.24324324324324326,0.0,1.3513513513513513,126.03479304139171
Karan Goel,0,0,218.0,231.0,13.625,77.663125,16,14,1,1,17.0,9.0,0.0,0.0,6.25,94.37229437229438
Karan Sharma,0,0,16.0,25.0,5.333333333333333,72.08333333333333,3,3,0,2,1.0,0.0,0.0,0.0,0.0,64.0
Karanveer Singh,0,0,12.0,17.0,3.0,80.535,4,1,0,2,1.0,0.0,0.0,0.0,0.0,70.58823529411765
Karn Sharma,0,0,320.0,279.0,8.88888888888889,110.35777777777778,36,23,1,1,18.0,14.0,0.0,0.0,2.7777777777777777,114.6953405017921
Kartik Tyagi,0,0,13.0,16.0,2.1666666666666665,67.77499999999999,6,4,1,2,1.0,0.0,0.0,0.0,16.666666666666664,81.25
Karun Nair,10,0,1496.0,1171.0,22.0,111.06764705882354,68,63,3,1,161.0,39.0,0.14705882352941177,0.0,4.411764705882353,127.75405636208367
Kedar Jadhav,4,0,1208.0,981.0,14.91358024691358,111.02617283950619,81,54,6,1,102.0,40.0,0.04938271604938271,0.0,7.4074074074074066,123.13965341488277
Keemo Paul,0,0,18.0,24.0,3.6,80.57000000000001,5,4,1,1,1.0,1.0,0.0,0.0,20.0,75.0
Kemar Roach,0,0,10.0,9.0,10.0,111.11,1,1,0,2,1.0,0.0,0.0,0.0,0.0,111.11111111111111
Kevin Pietersen,4,1,1001.0,743.0,27.805555555555557,114.34166666666667,36,28,4,2,91.0,40.0,0.1111111111111111,0.027777777777777776,11.11111111111111,134.72409152086138
Kevon Cooper,0,0,116.0,68.0,9.666666666666666,157.29,12,9,1,1,9.0,8.0,0.0,0.0,8.333333333333332,170.58823529411765
Khaleel Ahmed,0,0,1.0,7.0,0.2,10.0,5,5,4,2,0.0,0.0,0.0,0.0,80.0,14.285714285714285
Kieron Pollard,16,0,3412.0,2316.0,20.30952380952381,135.5235119047619,168,119,6,1,218.0,223.0,0.09523809523809523,0.0,3.571428571428571,147.3229706390328
Krishnakant  Upadhyay,0,0,12.0,9.0,6.0,118.75,2,0,0,2,0.0,1.0,0.0,0.0,0.0,133.33333333333331
Krishnappa Gowtham,0,0,247.0,148.0,9.148148148148149,156.70407407407407,27,18,3,2,15.0,17.0,0.0,0.0,11.11111111111111,166.89189189189187
Krunal Pandya,1,0,1514.0,1135.0,15.770833333333334,123.4278125,96,71,7,1,136.0,56.0,0.010416666666666666,0.0,7.291666666666667,133.3920704845815
Kuldeep Sen,0,0,0.0,3.0,0.0,0.0,1,0,1,2,0.0,0.0,0.0,0.0,100.0,0.0
Kuldeep Yadav,0,0,136.0,175.0,5.037037037037037,70.77259259259259,27,8,7,2,10.0,2.0,0.0,0.0,25.925925925925924,77.71428571428571
Kuldip Yadav,0,0,0.0,4.0,0.0,0.0,1,0,1,1,0.0,0.0,0.0,0.0,100.0,0.0
Kumar Kartikeya,0,0,9.0,12.0,4.5,72.85499999999999,2,2,0,2,1.0,0.0,0.0,0.0,0.0,75.0
Kumar Sangakkara,10,0,1687.0,1392.0,24.808823529411764,108.81558823529411,68,65,4,1,195.0,27.0,0.14705882352941177,0.0,5.88235294117647,121.19252873563218
Kusal Perera,0,0,14.0,13.0,7.0,58.33,2,2,1,1,3.0,0.0,0.0,0.0,50.0,107.6923076923077
Kyle Abbott,0,0,13.0,8.0,4.333333333333333,100.0,3,1,1,1,0.0,1.0,0.0,0.0,33.33333333333333,162.5
Kyle Jamieson,0,0,65.0,55.0,9.285714285714286,130.0257142857143,7,4,0,1,5.0,3.0,0.0,0.0,0.0,118.18181818181819
Kyle Mayers,4,0,379.0,263.0,29.153846153846153,116.13461538461539,13,13,2,2,38.0,22.0,0.3076923076923077,0.0,15.384615384615385,144.106463878327
Lakshmipathy Balaji,0,0,36.0,49.0,2.769230769230769,70.46615384615384,13,7,5,1,2.0,1.0,0.0,0.0,38.46153846153847,73.46938775510205
Lalit Yadav,0,0,295.0,278.0,15.526315789473685,94.02684210526316,19,14,1,2,26.0,7.0,0.0,0.0,5.263157894736842,106.11510791366908
Lasith Malinga,0,0,88.0,99.0,4.4,78.974,20,14,6,2,6.0,5.0,0.0,0.0,30.0,88.88888888888889
Laxmi Shukla,0,0,405.0,350.0,12.272727272727273,108.71606060606061,33,27,3,1,33.0,15.0,0.0,0.0,9.090909090909092,115.71428571428572
Lee Carseldine,0,0,81.0,68.0,16.2,119.47200000000001,5,4,0,2,11.0,0.0,0.0,0.0,0.0,119.11764705882352
Lendl Simmons,11,1,1079.0,852.0,37.206896551724135,103.78551724137932,29,27,2,1,109.0,44.0,0.3793103448275862,0.034482758620689655,6.896551724137931,126.6431924882629
Liam Livingstone,6,0,828.0,500.0,25.875,137.7446875,32,28,0,1,58.0,59.0,0.1875,0.0,0.0,165.6
Liam Plunkett,0,0,1.0,3.0,0.5,25.0,2,1,1,1,0.0,0.0,0.0,0.0,50.0,33.33333333333333
Litton Das,0,0,4.0,4.0,4.0,100.0,1,1,0,1,1.0,0.0,0.0,0.0,0.0,100.0
Lockie Ferguson,0,0,67.0,45.0,11.166666666666666,122.27499999999999,6,2,1,1,6.0,2.0,0.0,0.0,16.666666666666664,148.88888888888889
Love Ablish,0,0,0.0,2.0,0.0,0.0,1,0,1,2,0.0,0.0,0.0,0.0,100.0,0.0
Luke Pomersbach,1,0,302.0,246.0,18.875,113.363125,16,11,0,2,25.0,13.0,0.0625,0.0,0.0,122.76422764227641
Luke Ronchi,0,0,34.0,34.0,6.8,80.468,5,5,1,1,6.0,1.0,0.0,0.0,20.0,100.0
Luke Wright,0,0,106.0,60.0,21.2,180.702,5,5,0,2,16.0,3.0,0.0,0.0,0.0,176.66666666666666
M Shahrukh Khan,0,0,426.0,316.0,14.2,138.21933333333334,30,21,2,1,26.0,28.0,0.0,0.0,6.666666666666667,134.81012658227849
MS Dhoni,24,0,5082.0,3739.0,23.419354838709676,127.59244239631337,217,131,6,1,349.0,239.0,0.11059907834101383,0.0,2.7649769585253456,135.91869483819204
Maheesh Theekshana,0,0,7.0,7.0,3.5,87.5,2,1,1,1,0.0,1.0,0.0,0.0,50.0,100.0
Mahela Jayawardene,10,1,1802.0,1462.0,23.102564102564102,111.89102564102564,78,63,2,2,200.0,39.0,0.1282051282051282,0.01282051282051282,2.564102564102564,123.25581395348837
Mahesh Rawat,0,0,55.0,69.0,5.0,69.87545454545455,11,5,1,2,4.0,1.0,0.0,0.0,9.090909090909092,79.71014492753623
Mahipal Lomror,1,0,402.0,305.0,16.08,117.49960000000002,25,21,1,1,24.0,21.0,0.04,0.0,4.0,131.80327868852459
Makhaya Ntini,0,0,11.0,18.0,5.5,45.83,2,1,1,1,2.0,0.0,0.0,0.0,50.0,61.111111111111114
Manan Vohra,3,0,1083.0,829.0,21.235294117647058,111.0550980392157,51,49,3,2,104.0,43.0,0.058823529411764705,0.0,5.88235294117647,130.63932448733414
Mandeep Singh,6,0,1706.0,1388.0,17.587628865979383,102.75969072164949,97,81,14,1,176.0,38.0,0.061855670103092786,0.0,14.432989690721648,122.91066282420748
Manish Pandey,22,1,3808.0,3148.0,24.41025641025641,103.53147435897436,156,130,13,2,333.0,108.0,0.14102564102564102,0.00641025641025641,8.333333333333332,120.96569250317661
Manoj Tiwary,7,0,1695.0,1449.0,20.42168674698795,114.34493975903614,83,59,8,1,156.0,40.0,0.08433734939759036,0.0,9.63855421686747,116.97722567287785
Manpreet Gony,0,0,99.0,71.0,6.6,102.77733333333335,15,9,4,2,6.0,8.0,0.0,0.0,26.666666666666668,139.43661971830986
Manprit Juneja,0,0,125.0,128.0,17.857142857142858,90.51142857142858,7,7,0,1,11.0,1.0,0.0,0.0,0.0,97.65625
Manvinder  Bisla,4,0,798.0,702.0,20.46153846153846,86.88846153846154,39,38,3,2,93.0,23.0,0.10256410256410256,0.0,7.6923076923076925,113.67521367521367
Marchant de Lange,0,0,1.0,2.0,1.0,50.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,50.0
Marco Jansen,0,0,48.0,53.0,4.8,79.559,10,6,2,2,4.0,1.0,0.0,0.0,20.0,90.56603773584906
Marcus Stoinis,7,0,1478.0,1051.0,19.972972972972972,117.43337837837838,74,54,8,1,111.0,75.0,0.0945945945945946,0.0,10.81081081081081,140.62797335870602
Mark Boucher,1,0,394.0,309.0,17.130434782608695,112.22086956521738,23,14,0,2,32.0,13.0,0.043478260869565216,0.0,0.0,127.50809061488673
Mark Wood,0,0,12.0,8.0,4.0,138.88666666666666,3,2,0,2,1.0,1.0,0.0,0.0,0.0,150.0
Marlon Samuels,0,0,161.0,172.0,11.5,69.015,14,13,1,2,9.0,7.0,0.0,0.0,7.142857142857142,93.6046511627907
Martin Guptill,1,0,270.0,196.0,20.76923076923077,115.19846153846153,13,12,1,1,24.0,15.0,0.07692307692307693,0.0,7.6923076923076925,137.75510204081633
Mashrafe Mortaza,0,0,2.0,2.0,2.0,100.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0
Matthew Hayden,8,0,1107.0,805.0,34.59375,120.7015625,32,30,1,1,121.0,44.0,0.25,0.0,3.125,137.51552795031057
Matthew Short,0,0,117.0,92.0,19.5,110.99833333333333,6,6,0,1,15.0,4.0,0.0,0.0,0.0,127.17391304347827
Matthew Wade,0,0,179.0,171.0,13.76923076923077,104.14923076923077,13,13,0,2,23.0,2.0,0.0,0.0,0.0,104.67836257309942
Mayank Agarwal,13,1,2597.0,1943.0,22.196581196581196,114.33444444444444,117,113,7,1,255.0,97.0,0.1111111111111111,0.008547008547008548,5.982905982905983,133.659289758106
Mayank Markande,0,0,48.0,42.0,4.8,102.333,10,3,1,1,5.0,1.0,0.0,0.0,10.0,114.28571428571428
Michael Bracewell,0,0,58.0,47.0,14.5,117.0125,4,2,0,1,6.0,1.0,0.0,0.0,0.0,123.40425531914893
Michael Clarke,0,0,98.0,94.0,16.333333333333332,94.44666666666666,6,6,0,2,12.0,0.0,0.0,0.0,0.0,104.25531914893618
Michael Hussey,15,1,1977.0,1612.0,34.08620689655172,104.11051724137931,58,51,1,1,198.0,52.0,0.25862068965517243,0.017241379310344827,1.7241379310344827,122.64267990074443
Michael Klinger,0,0,73.0,77.0,18.25,82.715,4,4,0,1,9.0,0.0,0.0,0.0,0.0,94.8051948051948
Michael Lumb,1,0,278.0,194.0,23.166666666666668,104.29,12,12,3,1,45.0,6.0,0.08333333333333333,0.0,25.0,143.29896907216494
Misbah-ul-Haq,0,0,117.0,81.0,14.625,101.6075,8,7,2,1,10.0,6.0,0.0,0.0,25.0,144.44444444444443
Mitchell Johnson,0,0,167.0,164.0,5.964285714285714,94.06321428571428,28,13,3,1,10.0,7.0,0.0,0.0,10.714285714285714,101.82926829268293
Mitchell Marsh,3,0,604.0,483.0,18.875,104.3878125,32,30,4,2,39.0,35.0,0.09375,0.0,12.5,125.05175983436854
Mitchell McClenaghan,0,0,85.0,70.0,4.473684210526316,92.37421052631579,19,12,6,1,5.0,7.0,0.0,0.0,31.57894736842105,121.42857142857142
Mitchell Santner,0,0,56.0,54.0,7.0,113.61,8,3,0,1,3.0,3.0,0.0,0.0,0.0,103.7037037037037
Mitchell Starc,0,0,96.0,98.0,8.727272727272727,98.85545454545455,11,7,0,2,10.0,0.0,0.0,0.0,0.0,97.95918367346938
Mithun Manhas,0,0,514.0,470.0,13.526315789473685,98.2421052631579,38,23,6,2,43.0,10.0,0.0,0.0,15.789473684210526,109.36170212765957
Moeen Ali,5,0,1034.0,723.0,19.884615384615383,116.88403846153847,52,46,6,1,88.0,59.0,0.09615384615384616,0.0,11.538461538461538,143.015214384509
Mohammad Ashraful,0,0,2.0,10.0,2.0,20.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,20.0
Mohammad Asif,0,0,3.0,6.0,1.5,30.0,2,2,1,2,0.0,0.0,0.0,0.0,50.0,50.0
Mohammad Hafeez,0,0,64.0,83.0,8.0,83.80375,8,7,0,1,7.0,2.0,0.0,0.0,0.0,77.10843373493977
Mohammad Kaif,0,0,259.0,250.0,11.772727272727273,98.22363636363637,22,18,0,2,22.0,6.0,0.0,0.0,0.0,103.60000000000001
Mohammad Nabi,0,0,180.0,119.0,12.857142857142858,154.8192857142857,14,12,0,1,16.0,9.0,0.0,0.0,0.0,151.26050420168067
Mohammed Shami,0,0,74.0,79.0,3.217391304347826,71.73826086956522,23,13,6,1,6.0,2.0,0.0,0.0,26.08695652173913,93.67088607594937
Mohammed Siraj,0,0,97.0,111.0,5.105263157894737,75.2836842105263,19,8,4,2,10.0,2.0,0.0,0.0,21.052631578947366,87.38738738738738
Mohit Rathee,0,0,1.0,2.0,1.0,50.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,50.0
Mohit Sharma,0,0,122.0,118.0,4.6923076923076925,87.12769230769231,26,14,5,1,8.0,4.0,0.0,0.0,19.230769230769234,103.38983050847457
Mohnish  Mishra,0,0,237.0,208.0,13.941176470588236,92.35117647058824,17,16,1,2,24.0,8.0,0.0,0.0,5.88235294117647,113.9423076923077
Mohsin Khan,0,0,23.0,23.0,5.75,94.64,4,2,1,2,2.0,1.0,0.0,0.0,25.0,100.0
Moises Henriques,5,0,1000.0,788.0,18.51851851851852,121.32074074074073,54,36,3,1,87.0,28.0,0.09259259259259259,0.0,5.555555555555555,126.90355329949239
Morne Morkel,0,0,126.0,90.0,6.3,117.026,20,10,4,2,11.0,4.0,0.0,0.0,20.0,140.0
Morne van Wyk,1,0,167.0,132.0,33.4,103.68599999999999,5,3,1,1,19.0,1.0,0.2,0.0,20.0,126.51515151515152
Mujeeb Ur Rahman,0,0,12.0,15.0,2.0,55.555,6,3,3,2,2.0,0.0,0.0,0.0,50.0,80.0
Mukesh Choudhary,0,0,6.0,6.0,3.0,100.0,2,1,0,1,1.0,0.0,0.0,0.0,0.0,100.0
Mukesh Kumar,0,0,7.0,9.0,2.3333333333333335,61.90333333333333,3,0,1,2,0.0,0.0,0.0,0.0,33.33333333333333,77.77777777777779
Munaf Patel,0,0,39.0,41.0,3.25,49.00666666666667,12,6,6,1,5.0,0.0,0.0,0.0,50.0,95.1219512195122
Murali Kartik,0,0,113.0,108.0,8.071428571428571,92.78785714285713,14,7,1,1,7.0,1.0,0.0,0.0,7.142857142857142,104.62962962962963
Murali Vijay,13,2,2619.0,2149.0,24.942857142857143,103.19647619047618,105,100,4,1,247.0,91.0,0.12380952380952381,0.01904761904761905,3.8095238095238098,121.87063750581666
Murugan Ashwin,0,0,35.0,50.0,2.9166666666666665,71.4875,12,9,3,2,2.0,1.0,0.0,0.0,25.0,70.0
Musavir Khote,0,0,24.0,22.0,8.0,121.42666666666666,3,2,0,2,2.0,1.0,0.0,0.0,0.0,109.09090909090908
Mustafizur Rahman,0,0,13.0,23.0,2.1666666666666665,51.26833333333334,6,1,2,2,0.0,1.0,0.0,0.0,33.33333333333333,56.52173913043478
Muttiah Muralitharan,0,0,20.0,30.0,2.2222222222222223,62.5,9,6,3,1,1.0,0.0,0.0,0.0,33.33333333333333,66.66666666666666
Naman Ojha,6,0,1554.0,1313.0,16.53191489361702,108.13148936170214,94,75,9,1,121.0,79.0,0.06382978723404255,0.0,9.574468085106384,118.35491241431835
Narayan Jagadeesan,0,0,162.0,147.0,16.2,76.054,10,9,2,1,21.0,2.0,0.0,0.0,20.0,110.20408163265304
Nathan Coulter-Nile,0,0,82.0,72.0,5.125,110.955,16,11,0,1,7.0,4.0,0.0,0.0,0.0,113.88888888888889
Nathan Ellis,0,0,19.0,25.0,3.8,60.0,5,4,2,1,0.0,1.0,0.0,0.0,40.0,76.0
Nathan McCullum,0,0,26.0,22.0,13.0,138.54000000000002,2,1,0,1,0.0,1.0,0.0,0.0,0.0,118.18181818181819
Nathan Rimmington,0,0,1.0,1.0,1.0,100.0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,100.0
Navdeep Saini,0,0,33.0,37.0,4.714285714285714,73.55285714285715,7,4,1,1,3.0,0.0,0.0,0.0,14.285714285714285,89.1891891891892
Naveen-ul-Haq,0,0,16.0,21.0,5.333333333333333,62.22,3,1,0,2,2.0,0.0,0.0,0.0,0.0,76.19047619047619
Nayan Doshi,0,0,0.0,13.0,0.0,0.0,1,1,1,1,0.0,0.0,0.0,0.0,100.0,0.0
